기준분기코드,상권코드,상권코드명,총직장인구수
1,2130100,답십리시장,93
1,2130099,전농로터리시장,7
1,2130098,회기시장,55
1,2130097,답십리 건축자재시장,315
1,2130096,동부시장,14
1,2130095,청량리전통시장,95
1,2130094,청량리청과물시장,54
1,2130093,동서시장,5
1,2130092,청량리농수산물시장,12
1,2130091,청량종합도매시장,36
1,2130090,청량리종합시장,19
1,2130089,청량리수산시장,42
1,2130088,경동시장,126
1,2130087,경동광성상가(경동시장),28
1,2130086,서울약령시장,1184
1,2130085,용두시장,4
1,2130084,신성시장(신성골목시장),21
1,2130083,"중곡제일시장(중곡제일골목시장, 광성시장)",111
1,2130082,면곡골목시장,20
1,2130081,자양골목전통시장(자양골목시장),54
1,2130080,자양종합시장(기능상실),14
1,2130079,한아름시장,40
1,2130078,화양제일골목시장,65
1,2130077,조양시장,31
1,2130076,능동로골목시장,88
1,2130075,노룬산시장(노룬산골목시장),23
1,2130074,영동교골목시장,21
1,2130073,뚝도시장,45
1,2130072,성동용답상가시장,132
1,2130071,성수역 골목형상점가,335
1,2130070,뚝섬역상점가,1016
1,2130069,"한양대앞상점가(한양시장, 왕십리맛골목)",32
1,2130068,마장축산물시장,975
1,2130067,왕십리도선동상점가,1670
1,2130066,행당시장상점가,397
1,2130065,무학봉상점가,144
1,2130064,금남시장,36
1,2130063,신금호역 골목형상점가,30
1,2130062,보광시장,31
1,2130061,이태원시장,32
1,2130060,신흥시장,4
1,2130059,후암시장,64
1,2130058,이촌종합시장,109
1,2130057,만리시장,12
1,2130056,용산용문시장,65
1,2130055,"황학시장(서울중앙시장, 신중앙시장)",203
1,2130054,황학동주방가구거리상점가,374
1,2130053,백학시장,160
1,2130052,서울중앙시장(신중앙시장),479
1,2130051,동화동 골목형상점가,391
1,2130050,청평화시장,120
1,2130049,신당 미래유산 먹거리 골목형상점가,42
1,2130048,동평화시장,18
1,2130047,테크노상가(엘리시움),160
1,2130046,team204(팀204),20
1,2130045,광희패션몰,49
1,2130044,에리어식스(벨포스트),10
1,2130043,제일평화시장,43
1,2130042,약수시장,158
1,2130041,신평화패션타운(청계6가 지하도상가),28
1,2130040,남평화시장,5
1,2130039,청계6가 지하도상가,36
1,2130038,"평화시장(통일상가, 동화상가)",930
1,2130036,중부시장(신중부시장),3089
1,2130035,방산종합시장(방산시장),1190
1,2130034,필동 골목형상점가,14
1,2130033,대림상가(청계상가),169
1,2130032,인현시장,167
1,2130031,청계천공구상가,921
1,2130028,을지입구지하상가(을지로지하보도쇼핑센터),2
1,2130025,삼익패션타운(남대문시장),5494
1,2130024,남대문시장(자유상가),732
1,2130022,숭례문수입상가(남대문시장),1907
1,2130021,신설종합시장,50
1,2130020,동묘시장(동묘벼룩시장),407
1,2130019,동대문상가D동,28
1,2130018,동대문문구완구거리(동대문문구완구시장),215
1,2130017,동대문상가C동,12
1,2130016,동대문상가B동,2
1,2130015,창신골목시장,22
1,2130014,동문시장,3
1,2130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",1319
1,2130011,충신시장,88
1,2130010,종로신진시장,200
1,2130009,마전교지하쇼핑센터(구 한일상가),24
1,2130007,광장시장(광장전통시장),466
1,2130005,세운상가가동,137
1,2130004,낙원시장(낙원지하시장(대일상가)),364
1,2130002,세종마을음식문화거리(금천교시장),564
1,2130001,통인시장,59
1,2120249,고덕역,1359
1,2120248,명일역,860
1,2120247,굽은다리역,565
1,2120246,길동역,3399
1,2120245,둔촌역,1884
1,2120244,암사역,916
1,2120243,천호역,1353
1,2120242,강동구청역,4528
1,2120241,거여역,1197
1,2120240,개롱역,1609
1,2120239,오금역,4700
1,2120238,방이역,412
1,2120237,경찰병원역,8608
1,2120236,장지역(가든파이브),4622
1,2120235,문정역,907
1,2120234,가락시장역,10268
1,2120233,몽촌토성역,10357
1,2120232,송파나루역,1269
1,2120231,가락시장,5698
1,2120230,송파사거리(송파역),876
1,2120229,방이동먹자골목,7319
1,2120228,석촌역(석촌호수),4494
1,2120227,잠실역,45438
1,2120226,석촌고분역,2408
1,2120225,잠실새내역(신천),5750
1,2120224,수서역,12418
1,2120223,휘문고교사거리,9166
1,2120222,삼성역,43324
1,2120221,봉은사역,19513
1,2120220,대치역,5578
1,2120219,은마아파트,17161
1,2120218,코엑스,290
1,2120217,대치사거리,2779
1,2120216,경기고교사거리(경기고교앞사거리),4934
1,2120215,포스코사거리,61656
1,2120214,영동대교남단교차로,3990
1,2120213,삼성중앙역,8472
1,2120212,한티역,713
1,2120211,도성초등학교,984
1,2120210,선릉역,48780
1,2120209,"강남구청(청담역_8번, 강남세무서)",8984
1,2120208,청담사거리(청담동명품거리),10577
1,2120207,선정릉역,12151
1,2120206,개나리아파트,5280
1,2120205,매봉역,13950
1,2120204,르네상스호텔사거리,41471
1,2120203,강남구청역,7726
1,2120202,압구정로데오역(압구정로데오),11735
1,2120201,도곡1동,11559
1,2120200,학동사거리,9363
1,2120199,경복아파트교차로,3830
1,2120198,구역삼세무서,11531
1,2120197,역삼역,58694
1,2120196,서울세관,9687
1,2120195,성수대교남단,5611
1,2120194,언주역(차병원),12628
1,2120193,도산공원교차로,6384
1,2120192,뱅뱅사거리,27462
1,2120191,학동역,13862
1,2120190,강남을지병원,11703
1,2120189,강남역,72613
1,2120188,압구정역,8579
1,2120187,신논현역,13076
1,2120186,가로수길,6518
1,2120185,논현역,12764
1,2120184,포이사거리(삼호물산),10139
1,2120183,양재천카페거리,3558
1,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",6144
1,2120181,교육개발원입구사거리,7278
1,2120180,양재화물트럭터미널앞,2562
1,2120179,양재역,21445
1,2120178,신사역,10933
1,2120177,신논현역 1번,694
1,2120176,논현역 4번,893
1,2120175,남부터미널역,8239
1,2120174,논현역 5번,682
1,2120173,교대역(법원.검찰청),18197
1,2120172,교대입구교차로,10241
1,2120171,서초3동사거리,11750
1,2120170,삼호가든사거리,2026
1,2120169,서초역,15771
1,2120168,서울고교교차로,569
1,2120167,고속터미널(고속터미널역),5078
1,2120166,방배역,5467
1,2120165,서래마을카페거리(서래마을),3467
1,2120164,내방역,8574
1,2120163,사당역 11번(사당역먹자골목),491
1,2120162,방배동카페골목,1253
1,2120161,방배동가구거리(사당동가구거리),2517
1,2120160,사당역(사당),9153
1,2120159,서울대입구역,1430
1,2120158,녹두거리(대학동),695
1,2120157,신림역(신림),593
1,2120156,"총신대입구역(이수, 총신대)",3255
1,2120155,총신대학교,111
1,2120154,장승배기역,479
1,2120153,노량진역(노량진),3699
1,2120152,신대방삼거리역,594
1,2120151,보라매공원,2417
1,2120150,63빌딩,7632
1,2120149,여의도역(여의도),69255
1,2120148,국회의사당역(국회의사당),31135
1,2120147,보라매역,1981
1,2120146,한강성심병원,5045
1,2120145,영등포역(영등포),3856
1,2120144,영중로,2015
1,2120143,당산역,2723
1,2120142,대림역,1559
1,2120141,영등포청과시장교차로,601
1,2120140,문래동주민센터,6162
1,2120139,대림3동사거리,3619
1,2120138,당산2동(영등포우체국),2754
1,2120137,문래역(문래로데오거리),50
1,2120136,영등포구청역,6617
1,2120135,양평역,5072
1,2120134,구로전화국,2014
1,2120133,서울시흥동우체국(홈플러스시흥점),142
1,2120132,독산동,4203
1,2120131,가산디지털단지,81100
1,2120130,구로디지털단지역,1136
1,2120129,구로디지털단지,47750
1,2120128,신도림역,1253
1,2120127,구로구청,5918
1,2120126,디지털단지오거리,135
1,2120125,구로역,9291
1,2120124,개봉동 현대아파트,461
1,2120123,오류동역,2120
1,2120122,강서구청,2137
1,2120121,까치산역,344
1,2120120,화곡역,927
1,2120119,발산역(마곡),1427
1,2120117,강서농산물도매시장,430
1,2120116,송정역,117
1,2120114,목동신시가지,13614
1,2120113,오목교역,628
1,2120112,등촌역,1633
1,2120111,목동사거리,1828
1,2120110,목동역 8번출구,1858
1,2120109,서울남부지방법원,608
1,2120108,신정네거리역,992
1,2120107,공덕역(공덕오거리),13077
1,2120106,마포역,11462
1,2120105,상수역(홍대),524
1,2120104,연남동(홍대),5955
1,2120103,홍대입구역(홍대),9580
1,2120102,서교동(홍대),7276
1,2120101,합정역,1932
1,2120100,망원역,900
1,2120099,월드컵경기장역(월드컵경기장),84
1,2120098,DMC(디지털미디어시티),8846
1,2120097,충정로역,2246
1,2120096,"이화여대(이대역, 이대)",470
1,2120095,홍제역,922
1,2120094,"신촌역(신촌역, 신촌로터리)",5355
1,2120093,연희동,661
1,2120092,불광역,274
1,2120091,본서부병원,516
1,2120090,연신내역,687
1,2120089,구파발역,1
1,2120088,구산역,799
1,2120087,응암역,441
1,2120086,태릉입구역,382
1,2120085,은행사거리,317
1,2120084,공릉역,712
1,2120083,등나무근린공원,1184
1,2120082,상계백병원,426
1,2120081,노원역,1552
1,2120080,마들역,180
1,2120079,창동역,1326
1,2120078,미아사거리역,145
1,2120077,미아역,218
1,2120076,수유역,1930
1,2120075,월곡역,369
1,2120074,안암역,59
1,2120073,미아사거리,353
1,2120072,성신여대,1048
1,2120071,성북구청,255
1,2120070,한성대입구역,466
1,2120069,상봉역,932
1,2120068,사가정역,145
1,2120067,장안동사거리,2587
1,2120066,장한평역(장한평),7424
1,2120065,회기역,326
1,2120064,경희대학교(경희대),97
1,2120063,청량리역(청량리),1182
1,2120062,신설동역,12641
1,2120061,올림픽대교북단,1094
1,2120060,강변역(테크노마트),3189
1,2120059,구삼강변맛길,3279
1,2120058,구의사거리,688
1,2120057,아차산역,2218
1,2120056,구의역,2200
1,2120055,군자역,4255
1,2120054,어린이대공원역,1243
1,2120053,건대입구역(건대),859
1,2120052,성수역,11387
1,2120051,뚝섬역,3944
1,2120050,서울숲역,212
1,2120049,왕십리역(왕십리),1459
1,2120048,금호역,80
1,2120047,한남오거리,2290
1,2120046,이태원(이태원역),2276
1,2120045,남영동 먹자골목,4044
1,2120044,삼각지역,1611
1,2120043,서울역,22578
1,2120042,"숙대입구역(남영역, 남영동)",4057
1,2120041,신용산역(용산역),16270
1,2120040,용산전자상가(용산역),8014
1,2120039,신당역,2321
1,2120038,약수역,2289
1,2120037,동대문역사문화공원역,35320
1,2120036,장충동족발거리(남소영길),2289
1,2120035,퇴계로5가,2257
1,2120034,중구청(퇴계로4가),1538
1,2120033,을지로4가역,874
1,2120032,충무로역,11403
1,2120031,을지로3가역,6147
1,2120030,중부경찰서(영화인의거리),11889
1,2120029,을지로2가,7461
1,2120028,명동(명동거리),12797
1,2120027,명동역(명동재미로),18097
1,2120026,을지로입구역,30610
1,2120025,롯데백화점(시청광장 지하쇼핑센터),22641
1,2120024,회현역,2167
1,2120023,서울시청,10242
1,2120022,북창동(시청역_6번),5197
1,2120021,시청역_8번,24117
1,2120020,시청역_1번,10375
1,2120019,경찰청앞교차로,5958
1,2120018,중림동,2187
1,2120017,동묘앞역(동묘),626
1,2120016,동대문역,193
1,2120015,종로6가,302
1,2120014,종로5가역,4887
1,2120013,이화사거리,7552
1,2120012,대학로(혜화역),2061
1,2120011,종로4가,2980
1,2120010,원남동사거리,4107
1,2120009,종로3가역,8495
1,2120008,인사동,22070
1,2120007,북촌(안국역),10172
1,2120006,종각역,33181
1,2120005,삼청동,3053
1,2120004,종로구청,12937
1,2120003,광화문역,44202
1,2120002,서촌(경복궁역),2008
1,2120001,서대문역,1510
1,2111090,강일동주민센터,91
1,2111089,상일여고(상일초등학교),758
1,2111088,고덕동성당,123
1,2111087,고덕중학교(고덕2동주민센터),197
1,2111086,한영중고,297
1,2111085,묘곡초등학교(고덕아이파크아파트),800
1,2111084,길동신동아아파트,169
1,2111083,GS강동자이아파트,411
1,2111082,중앙보훈병원,64
1,2111081,둔촌푸르지오아파트,78
1,2111080,굽은다리역 3번,434
1,2111079,둔촌고등학교(둔촌중학교),395
1,2111078,굽은다리역 4번,1728
1,2111077,길동주민센터(강동도서관),1272
1,2111076,둔촌2동주민센터,297
1,2111075,굽은다리역 2번,192
1,2111074,명일역 1번,148
1,2111073,둔촌동역 1번(한산중학교),973
1,2111072,굽은다리역 1번(십자성마을),739
1,2111071,천동초등학교,76
1,2111070,천호초등학교,127
1,2111069,천호1동주민센터,79
1,2111068,강동성심병원,1570
1,2111067,강동구립성내도서관,746
1,2111066,암사동성당(효정하나플러스아파트),395
1,2111065,천일초등학교,75
1,2111064,둔촌동역 4번,157
1,2111063,강동구립 천호도서관,368
1,2111062,둔촌동역 3번(성내3동주민센터),751
1,2111061,암사역 1번,831
1,2111060,암사역 2번(서울강동초등학교),871
1,2111059,강동역 4번(강풀만화거리),819
1,2111058,성내중학교,451
1,2111057,천호공원(해공체육문화센터),255
1,2111056,천호태영아파트,191
1,2111055,선사초등학교,673
1,2111054,암사역 4번(삼성광나루아파트),104
1,2111053,성내천어린이공원(하니사랑길),6288
1,2111052,암사역 3번(천호동자전거거리),357
1,2111051,천호역 6번,407
1,2111050,강동구청(강동구청역 2번),131
1,2111049,천호지구대(천호동자전거거리),507
1,2111048,천호역 1번(천호문구완구거리),189
1,2111047,마천1치안센터,111
1,2111046,마천역(마천초등학교),705
1,2111045,개미어린이공원,36
1,2111044,남천초등학교,557
1,2111043,마천공원,32
1,2111042,거여역 1번(거여공원),867
1,2111041,거여역 8번,428
1,2111040,거여초등학교,346
1,2111039,벌말어린이공원,485
1,2111038,보인중학교,416
1,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),373
1,2111036,투구봉어린이공원,209
1,2111035,오금공원(오주중학교),531
1,2111034,오동나무공원(송파레미니스1단지),1443
1,2111033,문정동성당,70
1,2111032,방이역 1번,3885
1,2111031,장지동주민센터(한림연예예술고교),3127
1,2111030,방이역 2번,665
1,2111029,오금역 4번,427
1,2111028,문현중학교(장지역 1번),424
1,2111027,문정초등학교,1403
1,2111026,문정역 2번,2304
1,2111025,경찰병원역 3번,686
1,2111024,경찰병원역 4번(건너말공원),240
1,2111023,문정역 1번,939
1,2111022,석촌중학교(방이육교),567
1,2111021,방이역 4번,7674
1,2111020,방이동고분군(방산고등학교),304
1,2111019,한성백제역 3번,1524
1,2111018,풍납초등학교(풍납백제문화공원),26
1,2111017,송파나루역 3번,688
1,2111016,송파역 2번,3803
1,2111015,석촌역 3번,1352
1,2111014,송파나루역 2번,525
1,2111013,송파나루역 1번(송리단길),2234
1,2111012,석촌역 6번,732
1,2111011,잠실나루역,9608
1,2111010,석촌역 7번,1428
1,2111009,송파책박물관,127
1,2111008,석촌고분역 3번,1600
1,2111007,석촌고분역 4번,936
1,2111006,석촌고분역 1번,1112
1,2111005,삼전역 3번,1865
1,2111004,삼전역 1번,2036
1,2111003,삼전역 4번,1991
1,2111002,한국교통안전공단 강남자동차검사소,317
1,2111001,아래방죽마을공원(율현초등학교),70
1,2111000,대왕초등학교(세곡동사거리서남측),39
1,2110999,윗방죽마을공원,268
1,2110998,은곡마을(은곡마을공원),23
1,2110997,대청초등학교,1724
1,2110996,대치2동주민센터,1959
1,2110995,봉은사역 4번,5085
1,2110994,개포고등학교,494
1,2110993,개포지하차도 북측,70
1,2110992,도곡초등학교,2179
1,2110991,삼성중앙역 5번,1246
1,2110990,청담역 12번,262
1,2110989,대치동아우편취급국,444
1,2110988,청담역 3번,1594
1,2110987,영동대교남단,473
1,2110986,삼성중앙역 7번,90
1,2110985,청담근린공원,1338
1,2110984,포이초등학교(개포목련어린이공원),1556
1,2110983,국립국악고등학교,783
1,2110982,강남구보훈회관,166
1,2110981,국악고교사거리,361
1,2110980,개포지구대옆,663
1,2110979,청담초등학교,2996
1,2110978,도곡2동주민센터(대치중학교),331
1,2110977,논현로18길,148
1,2110976,언북초등학교,578
1,2110975,매봉역 1번,10837
1,2110974,언주중학교,292
1,2110973,강남구청역 4번,1451
1,2110972,강남세브란스병원미래의학연구센터,2628
1,2110971,선정릉역 4번,1542
1,2110970,학동초등학교,378
1,2110969,베르사이유1아파트,1546
1,2110968,강남구청역 2번,1023
1,2110967,역삼역 8번,377
1,2110966,논현2동주민센터,1637
1,2110965,언주역 6번,1139
1,2110964,싸리고개근린공원,217
1,2110963,역삼월드메르디앙아파트,780
1,2110962,도산공원북측,557
1,2110961,언주역 3번,962
1,2110960,은광여고,1522
1,2110959,신구중학교,271
1,2110958,역삼역 4번,994
1,2110957,언북중학교,1251
1,2110956,언주역 8번,1199
1,2110955,논현초등학교,3430
1,2110954,국기원,636
1,2110953,학동근린공원,2487
1,2110952,논현목련공원,117
1,2110951,신사은행나무공원,273
1,2110950,논현역 7번,2981
1,2110949,한남IC,1683
1,2110947,청계산입구역 2번(내곡동주민센터),121
1,2110946,청계산원터골,48
1,2110945,본마을노인복지센터(서초구립내곡도서관),191
1,2110944,서울나래학교(염곡어린이공원),1053
1,2110943,법제교육센터(버들어린이공원),1122
1,2110942,염곡동 구룡사(포이동성당),3242
1,2110941,언남고등학교,261
1,2110940,양재근린공원(양재2동주민센터),1043
1,2110939,양재역 8번(양재동우체국),5945
1,2110938,바우뫼공원,1784
1,2110937,방아다리근린공원(횃불트리니티신학대학원대학교),2465
1,2110936,더케이호텔(양재리본타워2단지아파트),832
1,2110935,한전아트센터,379
1,2110934,우면주공아파트,998
1,2110933,한국상담대학원대학교,679
1,2110932,서울시인재개발원,532
1,2110931,삼성전자서울R&D(서울우면초등학교),100
1,2110930,서초동성당,2178
1,2110929,남부터미널역 1번,21130
1,2110928,서초우방유쉘아파트,596
1,2110927,잠원역,745
1,2110926,신중초등학교,1610
1,2110925,서초중학교,873
1,2110924,반포4동주민센터(몽마르뜨공원),1330
1,2110923,방배역 1번,210
1,2110922,내방역 1번,224
1,2110921,서울프랑스학교,522
1,2110920,방배역 2번(백석예술대학교),359
1,2110919,내방역 8번,1539
1,2110918,방배역 3번,682
1,2110917,서초소방서,1505
1,2110916,내방역 4번,1152
1,2110915,서래초등학교,2807
1,2110914,내방역 6번,146
1,2110913,방현초등학교(방배119안전센터),3305
1,2110912,방배동사이길,210
1,2110911,방배배수지체육공원,29
1,2110910,내방역 5번,614
1,2110909,남태령역(서울전자고등학교),132
1,2110908,구반포역,1525
1,2110907,방배초등학교,878
1,2110906,서문여고,683
1,2110905,방배노인종합복지관(이수중학교),287
1,2110904,이수역 5번,835
1,2110903,방배아이파크아파트,7222
1,2110902,사당역 4번,1201
1,2110901,인헌고등학교(인헌중학교),262
1,2110900,낙성대역 1번(관악구민 종합체육센터),457
1,2110899,낙성대역 5번(관악중학교),690
1,2110898,청림동주민센터(상도중학교),66
1,2110897,서울대입구역 8번,219
1,2110896,관악우성아파트,202
1,2110895,샤로수길,1796
1,2110894,관악동부센트레빌아파트(은천로35라길),20
1,2110893,관악소방서(문영여고),353
1,2110892,관악구 중앙길,709
1,2110891,구암초등학교,47
1,2110890,봉천역 1번(관악초등학교),261
1,2110889,봉천역 6번,376
1,2110888,청룡동주민센터,94
1,2110887,서울산업정보학교(서울삼성초등학교),19
1,2110886,관악해태어린이공원,188
1,2110885,영락고등학교,340
1,2110884,봉천역 4번(봉천110안전센터),372
1,2110883,은천초등학교(은천교앞),212
1,2110882,신성초등학교,733
1,2110881,구립대학경로당(관악산샘말공원),1601
1,2110880,신림역 1번,995
1,2110879,신림현대아파트,17
1,2110878,미림여고,368
1,2110877,신림역 8번,319
1,2110876,서원동주민센터(신관중학교),49
1,2110875,보라매동주민센터(당곡고등학교),16
1,2110874,원신초등학교(구세군관악영문교회),46
1,2110873,당곡중학교,343
1,2110872,신림초등학교,277
1,2110871,신원동주민센터,159
1,2110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",1026
1,2110868,남부초등학교,232
1,2110867,국제신학대학원대학교(남서울중학교),202
1,2110866,난우중학교,171
1,2110865,남강고등학교(남강중학교),336
1,2110864,신림우방아파트,236
1,2110863,난우초등학교,319
1,2110862,난곡초등학교(난곡동벽화마을),84
1,2110861,관악구신사동주민센터,1182
1,2110860,호림박물관(성보고등학교),410
1,2110859,난향초등학교,182
1,2110858,신대방역 1번,66
1,2110857,미성동주민센터,431
1,2110856,미성초등학교,538
1,2110855,신대방역 2번,429
1,2110854,조원동주민센터,55
1,2110853,KT구로지사,213
1,2110852,이수역 9번,198
1,2110851,경문고등학교(동작동성당),485
1,2110850,사당역 10번,969
1,2110849,이수역 10번,220
1,2110848,양지어린이공원,486
1,2110847,예술인마을,460
1,2110846,남성역 1번,535
1,2110845,사당종합체육관,119
