,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대00~06생활인구수,시간대06~11생활인구수,시간대11~14생활인구수,시간대14~17생활인구수,시간대17~21생활인구수,시간대21~24생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대00~06유동인구수,시간대06~11유동인구수,시간대11~14유동인구수,시간대14~17유동인구수,시간대17~21유동인구수,시간대21~24유동인구수,총유동인구수,분기코드,행정동코드
10,2110005,23825,15868.0,7957.0,1610.0,3267.0,3848.0,3278.0,3865.0,4430.0,3527.0,86.0,1139.0,9168.0,3906.0,7385.0,1117.0,10267.0,10187.0,174.0,2162.0,3290.0,4723.0,5697.0,4410.0,801062738,506349619.0,294713119.0,45540904.0,114975439.0,118440920.0,92698791.0,134693565.0,166127061.0,128586058.0,7726109.0,26304685.0,259080793.0,141075729.0,299219207.0,51568781.0,344399650.0,302966098.0,2577787.0,73604196.0,96522381.0,136103886.0,165294131.0,173263359.0,14.0,149283,66080,83204.0,29582.0,14825.0,16292.0,22615.0,25110.0,40859.0,39499.0,31159,17216,17050,24093.0,20267.0,21463.0,21513.0,20945.0,21458.0,21066.0,21321.0,21519.0,1006.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25470,339403,199256,261473,332724,118109,1276435,4,11110550
11,2110006,32855,17073.0,15771.0,2372.0,2502.0,3551.0,3635.0,5013.0,7963.0,7808.0,0.0,2389.0,9826.0,13132.0,7392.0,116.0,10216.0,21969.0,283.0,5839.0,8340.0,7131.0,7324.0,3271.0,612516172,310386180.0,301168440.0,42734075.0,40141620.0,63215613.0,71043609.0,93251263.0,151775920.0,149392520.0,0.0,42139088.0,190453998.0,229651882.0,146421238.0,3849966.0,199786887.0,384913399.0,3722550.0,92718473.0,141605539.0,128720144.0,143896281.0,74037301.0,8.0,7406,3020,4386.0,975.0,708.0,875.0,1188.0,1121.0,2539.0,1344.0,1431,1022,1142,1423.0,1043.0,945.0,1053.0,1021.0,1070.0,1017.0,1164.0,1134.0,27.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5302,101375,97155,121307,116010,33774,474923,4,11110550
12,2110007,4568,2367.0,2201.0,450.0,350.0,290.0,477.0,800.0,1401.0,800.0,6.0,6.0,1538.0,914.0,1632.0,472.0,2034.0,1836.0,0.0,662.0,1150.0,911.0,737.0,412.0,267554305,166473790.0,101080515.0,23602966.0,17116743.0,15724589.0,54802526.0,55226966.0,60602692.0,40477823.0,528156.0,20436.0,51385107.0,40773992.0,134546465.0,40300149.0,89019717.0,86103708.0,0.0,30511078.0,52447121.0,45675944.0,32077150.0,14412131.0,3.0,449473,200776,248698.0,98235.0,49771.0,54988.0,80818.0,65341.0,100319.0,136609.0,97606,46245,43347,64963.0,60704.0,64372.0,63156.0,61917.0,62725.0,63154.0,65430.0,68720.0,283.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60742,523161,306942,393735,457582,165231,1907393,4,11110530
13,2110008,256631,170039.0,86581.0,29224.0,32241.0,36030.0,35740.0,37865.0,48962.0,37619.0,487.0,18498.0,92657.0,85121.0,54032.0,5836.0,76520.0,174355.0,8660.0,92281.0,64419.0,37957.0,35093.0,12457.0,4818494125,2943066211.0,1875260176.0,460248931.0,507765322.0,635419026.0,623738459.0,738858310.0,1092540770.0,782719406.0,39686601.0,184548271.0,1441955044.0,1372780361.0,1358072317.0,421451531.0,1637583698.0,2888381677.0,59458447.0,1539407053.0,1265829775.0,708518838.0,652902869.0,299848384.0,97.0,1174445,475499,698946.0,231807.0,154384.0,172493.0,207552.0,167767.0,240441.0,322803.0,247222,151750,136357,171859.0,144453.0,167133.0,170350.0,166629.0,169560.0,166086.0,167639.0,167048.0,552.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9722,189374,126694,164597,185045,59178,734610,4,11110515
14,2110009,29746,14825.0,14921.0,1739.0,2343.0,3152.0,3191.0,4400.0,8212.0,6709.0,23.0,43.0,7644.0,8221.0,10572.0,2119.0,11902.0,14657.0,225.0,3880.0,6533.0,6754.0,6237.0,2928.0,1631001833,810989864.0,820011969.0,83697750.0,137011492.0,175729544.0,164662081.0,249888997.0,455994466.0,364017503.0,4244561.0,1047974.0,379394776.0,408739386.0,626747415.0,166335590.0,638200502.0,718694815.0,3587911.0,166018160.0,338560900.0,355250559.0,324063294.0,169414490.0,23.0,166257,74396,91860.0,22572.0,19003.0,22674.0,30628.0,26969.0,44411.0,45617.0,31219,19372,19542,26977.0,23530.0,22594.0,23335.0,23247.0,23587.0,23765.0,25197.0,24530.0,950.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5302,102635,97662,121961,117248,34214,479022,4,11110550
15,2110010,159691,116202.0,43489.0,21813.0,25887.0,22060.0,23149.0,23293.0,28745.0,14744.0,171.0,13432.0,56096.0,42579.0,41101.0,4080.0,58813.0,91903.0,22167.0,17651.0,23736.0,38865.0,28240.0,20051.0,2874414697,1921249995.0,953164702.0,334980354.0,404488521.0,360793368.0,414680503.0,406307249.0,682204718.0,270959984.0,37011157.0,194431046.0,964939241.0,651308876.0,826604799.0,151999190.0,1147252344.0,1206050823.0,149879473.0,177294972.0,406438572.0,629928541.0,559680213.0,430081390.0,40.0,164266,70695,93571.0,27713.0,13812.0,19300.0,24871.0,29577.0,48991.0,51288.0,35659,16226,15797,23297.0,22000.0,23274.0,23436.0,23016.0,23198.0,22345.0,24289.0,24708.0,6687.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10652,163617,90360,112050,134672,47631,558982,4,11110560
16,2110012,164078,118094.0,45977.0,19441.0,23492.0,24984.0,23544.0,26633.0,26590.0,19387.0,60.0,14083.0,77080.0,37242.0,30620.0,4938.0,58639.0,84202.0,1074.0,27856.0,39369.0,30503.0,26977.0,17066.0,5341008577,4161811374.0,1179124308.0,544306284.0,858587386.0,890171529.0,831389749.0,1037356426.0,808078929.0,371045379.0,5997106.0,137803868.0,1933287900.0,724529446.0,1563139718.0,975429480.0,1626184565.0,1884190297.0,16810402.0,613899985.0,1008245986.0,712023900.0,655726398.0,503668191.0,91.0,599083,263628,335454.0,56373.0,79042.0,117362.0,125490.0,99535.0,121280.0,119924.0,129193,96607,93194,100630.0,59534.0,86449.0,91912.0,92344.0,92242.0,90151.0,73197.0,72786.0,1061.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69638,714569,379264,448166,630279,196257,2438173,4,11110530
17,2110014,12263,8282.0,3981.0,1213.0,1768.0,1601.0,1882.0,1818.0,2033.0,1948.0,0.0,806.0,6801.0,2570.0,2054.0,32.0,5697.0,4771.0,48.0,1070.0,1809.0,2542.0,2547.0,2452.0,491292855,296409582.0,194883273.0,33615411.0,53564143.0,61753905.0,68321355.0,79154768.0,102565136.0,92318137.0,0.0,12930284.0,273185012.0,91814961.0,111972733.0,1389865.0,207815532.0,163606442.0,1359924.0,16646414.0,56472861.0,93867769.0,106475656.0,96599353.0,9.0,63182,31707,31476.0,15406.0,7479.0,7254.0,10332.0,8875.0,13837.0,8701.0,15368,12505,11539,10263.0,4807.0,8790.0,8627.0,9441.0,9294.0,9293.0,8885.0,8850.0,194.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6220,213873,117760,155178,119683,34230,646944,4,11110515
18,2110015,33073,19739.0,13334.0,3925.0,2946.0,3553.0,4432.0,4883.0,7464.0,5870.0,0.0,2229.0,13106.0,12098.0,5137.0,503.0,10587.0,20856.0,267.0,10635.0,9739.0,4574.0,3583.0,2639.0,1106592612,665289381.0,441303231.0,146475758.0,86314214.0,74591855.0,153991966.0,203915588.0,265817857.0,175485374.0,0.0,24081182.0,328226123.0,317326704.0,219865077.0,217093526.0,438482853.0,570968713.0,7614939.0,346808152.0,377948182.0,120087694.0,101570804.0,55421794.0,7.0,48668,21452,27217.0,6473.0,6678.0,7989.0,9297.0,7354.0,10879.0,5141.0,10489,10174,10077,8809.0,3977.0,6646.0,6287.0,7337.0,7242.0,7210.0,7076.0,6871.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15636,398445,258521,306212,335643,117858,1432315,4,11110515
19,2110016,22934,15109.0,7825.0,2507.0,2736.0,3233.0,3322.0,3311.0,3943.0,3882.0,0.0,135.0,10677.0,5153.0,6392.0,319.0,10410.0,8932.0,27.0,1358.0,2662.0,3736.0,5401.0,6148.0,1317675120,785175142.0,532499978.0,114640240.0,129586497.0,167388971.0,183025266.0,190534168.0,259169171.0,273330807.0,0.0,5772237.0,534746678.0,267371541.0,475176844.0,27754683.0,572865949.0,469283281.0,573759.0,44302384.0,130288272.0,202401257.0,294062773.0,370520783.0,18.0,61999,26657,35342.0,9398.0,8688.0,7415.0,9007.0,10476.0,17017.0,16383.0,13842,8157,7814,8913.0,6890.0,8993.0,8809.0,8702.0,8521.0,8086.0,9306.0,9583.0,7589.0,39.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5105,71289,40115,47124,57906,21859,243398,4,11110560
20,2110017,429,300.0,129.0,82.0,73.0,27.0,36.0,82.0,120.0,9.0,0.0,0.0,174.0,64.0,182.0,9.0,136.0,174.0,0.0,63.0,63.0,27.0,72.0,82.0,118842842,89594971.0,29247871.0,25417466.0,15969136.0,6320167.0,4368485.0,37519717.0,27743069.0,1504802.0,0.0,0.0,34318597.0,13935374.0,48427248.0,22161623.0,46466447.0,41012683.0,0.0,13524973.0,13160173.0,12047532.0,11336171.0,37410278.0,2.0,367212,168445,198766.0,53933.0,51066.0,57764.0,68220.0,57665.0,78568.0,77898.0,73948,65484,63074,54043.0,32766.0,50473.0,50004.0,52866.0,54214.0,53880.0,54492.0,51284.0,650.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,120186,83099,97851,99626,20034,420808,4,11110600
21,2110018,104852,65661.0,39191.0,11301.0,12432.0,13329.0,13276.0,15323.0,22465.0,16726.0,5.0,5393.0,40619.0,37235.0,20613.0,987.0,36251.0,58891.0,1565.0,26737.0,27034.0,17921.0,14866.0,7019.0,2474400748,1565646755.0,908753993.0,217002032.0,313996896.0,319925226.0,356420544.0,358302057.0,509155501.0,399598492.0,136608.0,49111104.0,861316886.0,725654730.0,684220277.0,153961143.0,825412617.0,1120089228.0,14049213.0,448266892.0,513215368.0,355936876.0,368204979.0,245828515.0,45.0,378199,189894,188303.0,60683.0,47473.0,65892.0,72476.0,62413.0,69262.0,71930.0,86588,66056,65436,54301.0,33888.0,53848.0,58166.0,57788.0,58500.0,57708.0,47490.0,44699.0,888.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,71447,44914,55981,55459,11433,239292,4,11110600
22,2110019,97468,80738.0,16730.0,12882.0,17369.0,17190.0,17193.0,16104.0,11618.0,5112.0,5.0,28521.0,30462.0,27930.0,9406.0,929.0,54460.0,34646.0,222.0,15972.0,25107.0,25396.0,17081.0,5325.0,1330524087,915643855.0,414880232.0,173024587.0,158424571.0,191897018.0,177086203.0,215211476.0,252432400.0,162447832.0,1530891.0,98473090.0,410389727.0,311612099.0,389202957.0,114880225.0,539830226.0,545570884.0,2696209.0,260418825.0,328089314.0,198324303.0,170971837.0,124900623.0,32.0,222044,122071,99974.0,12104.0,40695.0,40382.0,43394.0,41081.0,44390.0,23822.0,43873,45386,48322,43564.0,17078.0,31230.0,34909.0,35367.0,36008.0,36061.0,26979.0,21490.0,325.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69133,1915834,1853673,2104703,2764440,887838,9595621,4,11110615
23,2110020,127783,104053.0,23730.0,20028.0,20744.0,21941.0,21381.0,19959.0,13588.0,10142.0,2137.0,14278.0,49890.0,20101.0,34207.0,7170.0,64424.0,61282.0,4373.0,56389.0,14860.0,13758.0,26757.0,9566.0,1424086252,1097835486.0,326250766.0,220304945.0,197378204.0,233920930.0,219797382.0,226434025.0,198895960.0,127354806.0,51279764.0,96853107.0,502719340.0,189558552.0,465862441.0,117813048.0,745644031.0,612755351.0,51018912.0,523351349.0,181641756.0,163028574.0,292316235.0,147042556.0,69.0,1700735,700114,1000623.0,265523.0,757987.0,141283.0,156692.0,154673.0,224578.0,524649.0,366407,188714,170927,231207.0,218832.0,244879.0,247042.0,247618.0,245480.0,236330.0,236122.0,243265.0,639.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5034,217065,126361,131922,160888,68775,710045,4,11110650
24,2110021,86603,58644.0,27959.0,11005.0,12100.0,12308.0,11374.0,11857.0,16609.0,11350.0,1602.0,4300.0,26966.0,22096.0,25492.0,6147.0,41052.0,43342.0,4253.0,34890.0,16037.0,10397.0,14920.0,3898.0,1651899126,1039818899.0,612080227.0,170843145.0,202241258.0,204242958.0,217604434.0,244887104.0,359651078.0,252429149.0,94387074.0,32951822.0,414113629.0,297572597.0,558094218.0,254779786.0,814498830.0,712063230.0,59032015.0,545308151.0,287727316.0,252579903.0,303258295.0,78656380.0,72.0,1008423,440674,567749.0,146759.0,434218.0,106462.0,105455.0,102520.0,113010.0,237603.0,198413,130143,130710,181458.0,130094.0,138872.0,142295.0,144234.0,143538.0,143266.0,148148.0,148069.0,387.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40134,363397,234320,263007,332351,173255,1406464,4,11110650
25,2110022,18276,15168.0,3108.0,2875.0,3126.0,3042.0,3028.0,3097.0,2051.0,1057.0,4.0,1791.0,9863.0,3339.0,3075.0,204.0,8358.0,7565.0,95.0,2129.0,2644.0,4081.0,3702.0,3271.0,401291257,338906435.0,62384822.0,58820719.0,61840606.0,78792687.0,68411982.0,71040441.0,43315359.0,19069463.0,104673.0,15848375.0,226384288.0,48400732.0,97135654.0,13417535.0,166251366.0,135783862.0,833093.0,33565718.0,43206774.0,67713739.0,75008773.0,81707127.0,21.0,685565,302708,382856.0,156052.0,143829.0,78243.0,97344.0,90073.0,120022.0,188593.0,153357,81770,77941,100506.0,83398.0,98611.0,99748.0,100316.0,100119.0,97823.0,92990.0,95958.0,537.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30826,567432,291353,313870,346598,124688,1674767,4,11110650
26,2110023,158426,136017.0,22409.0,24185.0,27511.0,28804.0,28766.0,26751.0,13503.0,8906.0,243.0,32369.0,69027.0,26342.0,27210.0,3143.0,69915.0,79897.0,1205.0,37668.0,47588.0,31256.0,22526.0,9572.0,1589576084,1409119961.0,180456123.0,236039312.0,287203462.0,306052975.0,296571724.0,283252488.0,123158414.0,57297709.0,17924748.0,181686121.0,797310392.0,226221580.0,305451032.0,60185519.0,629337867.0,683632695.0,7280362.0,247048365.0,353027680.0,312335861.0,276317509.0,116960781.0,36.0,282359,128504,153855.0,26494.0,64486.0,55518.0,48000.0,41408.0,46453.0,32732.0,63577,54392,53836,52450.0,25371.0,39765.0,44870.0,45731.0,44919.0,43574.0,32539.0,30962.0,186.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124319,2270226,1590681,1958764,2566093,1068221,9578304,4,11110640
