,구상권코드,상권코드명,행정동코드
765,2110849,이수역 10번,11590640
766,2110292,정릉역 2번,11290630
767,2110289,북한산보국문역 2번,11290640
768,2110123,마장역 3번,11200540
769,2110355,삼양사거리역 2번,11305534
770,2110284,정릉북한산국립공원입구,11290650
771,2110339,국립4.19민주묘지,11305645
772,2110022,경신고등학교,11110650
773,2110285,홍대부중,11290525
774,2110135,성동세무서,11200720
775,2110042,남산골공원옆,11140570
776,2111047,마천1치안센터,11710540
777,2110196,홍릉근린공원,11230705
778,2110527,홍제역 2번,11410640
779,2110277,러스크서울병원,11260655
780,2110314,종암경찰서,11290705
781,2110522,홍제역 3번,11410620
782,2110263,면목역 1번,11260565
783,2110516,정원여중,11410685
784,2110199,홍릉시장,11230545
785,2110228,장안근린공원,11230660
786,2110632,방화역 3번,11500630
787,2110493,북가좌초등학교,11410710
788,2110201,전농119안전센터,11230560
789,2110487,불광역 8번,11380520
790,2110510,홍연시장,11410615
791,2110035,동묘앞역 2번,11110710
792,2110282,국민대학교앞,11290640
793,2110428,상계5동주민센터,11350670
794,2110399,창2동주민센터,11320512
795,2110411,도봉역 3번,11320522
796,2110441,영신여고,11350619
797,2110255,상봉역 4번,11260590
798,2110276,신내IC북측,11260680
799,2110387,쌍문초등학교,11320660
800,2110384,문이교,11320660
801,2110247,먹골역 1번,11260620
802,2110422,노원역 9번,11350720
803,2110326,장위동성당,11290760
804,2110324,월곡역 4번,11290725
805,2110157,자양동우체국,11215830
806,2110352,수유1동주민센터,11305610
807,2110363,송천동주민센터,11305555
808,2110370,도봉세무서,11305555
809,2110002,독립문역 1번,11110570
810,2110227,답십리공원,11230610
811,2110642,정곡초등학교,11500641
812,2110502,남가좌파출소,11410700
813,2110028,이화달팽이길,11110640
814,2110507,명지대학교,11410685
815,2110033,창신역 4번,11110700
816,2110254,오거리공원,11260570
817,2110311,종암아이파크2차후문,11290705
818,2110232,동대부고,11230660
819,2110019,창덕궁,11110615
820,2110257,상봉역 7번,11260580
821,2110377,미아사거리역 3번,11305545
822,2110214,경희대후문,11230740
823,2110306,미아초등학교,11290660
824,2110318,KT월곡지사,11290715
825,2110531,홍지문,11110550
826,2110470,신진과학기술고등학교,11380580
827,2110037,신설동역 12번,11110710
828,2110192,동의보감타워,11230536
829,2110640,방화역 1번,11500641
830,2110319,종암동주민센터,11290705
831,2110354,삼각산119안전센터,11305575
832,2110020,서울국제고등학교,11110650
833,2110321,동덕여대,11290715
834,2110447,구산초등학교,11380560
835,2110996,대치2동주민센터,11680610
836,2110299,정릉역 1번,11290620
837,2110489,불광역 3번,11380510
838,2110251,장안중학교,11260600
839,2110478,응암1동주민센터,11380580
840,2110308,길음역 8번,11290685
841,2110278,망우본동주민센터,11260655
842,2110335,석계역 7번,11290810
843,2110336,석관고등학교,11290810
844,2110440,상계3동4동주민센터,11350665
845,2110112,행당역 2번,11200560
846,2110466,구산역 2번,11380625
847,2110250,화랑대역 7번,11260620
848,2110432,대진고등학교,11350611
849,2110442,화랑대철도공원,11350600
850,2110414,장석교회,11350560
851,2110010,평창동서측,11110560
852,2110272,신내1동주민센터,11260680
853,2110316,숭곡초등학교,11290715
854,2110382,솔밭공원역 1번,11320660
855,2110003,세검정초등학교,11110550
856,2110477,은평세무서,11380510
857,2110221,의릉,11290810
858,2110310,길음역 10번,11290715
859,2110417,월계역 3번,11350570
860,2110462,갈현건영아파트,11380551
861,2110953,학동근린공원,11680521
862,2110429,공릉동 국수거리,11350595
863,2110983,국립국악고등학교,11680690
864,2110491,불광중학교,11380530
865,2110420,광운대역 1번,11350560
866,2110190,고대앞사거리,11230545
867,2110301,성신여대입구역 7번,11290575
868,2110329,우리은행체육관,11290770
869,2110454,선정중학교,11380552
870,2110105,금동어린이공원,11200615
871,2110984,포이초등학교(개포목련어린이공원),11680690
872,2110899,낙성대역 5번(관악중학교),11620575
873,2110901,인헌고등학교(인헌중학교),11620625
874,2110943,법제교육센터(버들어린이공원),11650652
875,2110937,방아다리근린공원(횃불트리니티신학대학원대학교),11650651
876,2110876,서원동주민센터(신관중학교),11620645
877,2110920,방배역 2번(백석예술대학교),11650620
878,2110913,방현초등학교(방배119안전센터),11650620
879,2110732,가산초등학교(세일중학교),11545610
880,2110893,관악소방서(문영여고),11620595
881,2110900,낙성대역 1번(관악구민 종합체육센터),11620625
882,2110328,상월곡역 3번,11290725
883,2110371,삼양입구사거리,11305555
884,2110481,불광역 7번,11380570
885,2110368,송천초등학교,11305555
886,2110424,상계초등학교,11350640
887,2110374,송중초등학교,11305545
888,2110479,연신내역 2번,11380530
889,2110364,미아역 8번,11305535
890,2110467,은평요양병원,11380551
891,2110482,연신초등학교,11380530
892,2110194,홍파초등학교,11230545
893,2110433,공릉역 2번,11350595
894,2110369,성신여대운정그린캠퍼스,11305535
895,2110474,세명컴퓨터고등학교,11380530
896,2110359,수유시장옆,11305630
897,2110409,창동역 2번,11320515
898,2110346,4.19민주묘지역 2번,11305645
899,2110385,효문고등학교,11320660
900,2110345,솔밭공원역 2번,11305645
901,2110341,북한산우이역 2번,11305645
902,2110349,화계역 2번,11305610
903,2110344,화계중학교,11305610
904,2110357,가오리역 1번,11305620
905,2110426,상계2동주민센터,11350640
906,2110404,신창초등학교,11320513
907,2110348,강북문화예술회관,11305660
908,2110492,하나고등학교,11380690
909,2110525,홍은종합사회복지관,11410660
910,2110366,광산사거리,11305630
911,2110408,가인초등학교,11320515
912,2110430,중계초등학교,11350624
913,2110419,수락산디자인거리,11350630
914,2110410,방학역 2번,11320690
915,2110406,도봉산역 1번,11320521
916,2110415,수락산역 4번,11350630
917,2110403,방학1동주민센터,11320690
918,2110413,누원고등학교,11320522
919,2110392,발바닥공원,11320681
920,2110425,계상초등학교,11350670
921,2110431,상계역,11350624
922,2110233,중랑역 1번,11260610
923,2110220,외대앞역 1번,11230740
924,2110378,송중동주민센터,11305545
925,2110568,광흥창역 1번,11440655
926,2110574,서강대학교,11440600
927,2110138,송정체육공원,11200720
928,2110865,남강고등학교(남강중학교),11620775
929,2110942,염곡동 구룡사(포이동성당),11650652
930,2111001,아래방죽마을공원(율현초등학교),11680700
931,2110940,양재근린공원(양재2동주민센터),11650652
932,2110862,난곡초등학교(난곡동벽화마을),11620775
933,2110898,청림동주민센터(상도중학교),11620545
934,2111042,거여역 1번(거여공원),11710531
935,2110407,도봉역 2번,11320521
936,2110163,성자초등학교,11215830
937,2110416,노원초등학교,11350630
938,2110418,광운대학교 남단,11350560
939,2110124,뚝섬역교차로,11200660
940,2110230,장안현대홈타운1차아파트,11230660
941,2110241,먹골역 5번,11260630
942,2110239,중랑역 2번,11260610
943,2110322,장위1동주민센터,11290760
944,2110327,상월곡역 2번,11290770
945,2111031,장지동주민센터(한림연예예술고교),11710646
946,2111050,강동구청(강동구청역 2번),11740640
947,2110062,한강로동땡땡거리(은행나무길),11170625
948,2110562,연트럴파크(연남동주민센터),11440710
949,2110007,사직공원(한국사회과학도서관),11110530
950,2111024,경찰병원역 4번(건너말공원),11710620
951,2110008,배화여자대학교(박노수미술관),11110515
952,2110202,전농1동주민센터(전농시장),11230560
953,2110421,석계역 1번,11350560
954,2110680,온수역 5번(온수산업단지),11530790
955,2110875,보라매동주민센터(당곡고등학교),11620525
956,2110884,봉천역 4번(봉천110안전센터),11620605
957,2110707,구로창업지원센터,11530510
958,2110108,성동구립금호도서관,11200590
959,2110281,길상사,11290525
960,2110515,홍은중학교,11410685
961,2110280,북정마을,11290525
962,2110529,홍제3동주민센터,11410640
963,2110317,종암중학교,11290705
964,2110009,자하문터널,11110550
965,2110883,은천초등학교(은천교앞),11620525
966,2111057,천호공원(해공체육문화센터),11740610
967,2110769,대림차이나타운(대림역 12번),11560710
968,2110851,경문고등학교(동작동성당),11590630
969,2110860,호림박물관(성보고등학교),11620765
970,2110867,국제신학대학원대학교(남서울중학교),11620655
971,2110905,방배노인종합복지관(이수중학교),11650610
972,2111028,문현중학교(장지역 1번),11710646
973,2110894,관악동부센트레빌아파트(은천로35라길),11620565
974,2110113,응봉산,11200580
975,2110583,공덕래미안3차아파트,11440555
976,2110679,염창역 2번,11500510
977,2111075,굽은다리역 2번,11740600
978,2110178,장로회신학대학교,11215810
979,2111086,한영중고,11740540
980,2110172,광진초등학교,11215860
981,2110578,대흥역 2번,11440610
982,2110405,방학역 1번,11320690
983,2110939,양재역 8번(양재동우체국),11650651
984,2110924,반포4동주민센터(몽마르뜨공원),11650581
985,2111022,석촌중학교(방이육교),11710620
986,2110822,신대방삼거리역 4번(대림초등학교),11590660
987,2110801,신풍역 6번(신길6동공영주차장),11560680
988,2111035,오금공원(오주중학교),11710570
989,2111046,마천역(마천초등학교),11710540
990,2110117,성동구보건소,11200540
991,2110046,버티고개,11140625
992,2111074,명일역 1번,11740570
993,2110930,서초동성당,11650510
994,2110934,우면주공아파트,11650651
995,2110929,남부터미널역 1번,11650510
996,2110928,서초우방유쉘아파트,11650530
997,2110927,잠원역,11650540
998,2110048,장충동주민센터,11140580
999,2111052,암사역 3번(천호동자전거거리),11740610
1000,2111089,상일여고(상일초등학교),11740520
1001,2110743,시흥초등학교(시흥1동우체국),11545670
1002,2110396,쌍문역1번(쌍리단길),11320511
1003,2110291,한성대입구역 3번,11290555
1004,2110029,동대문역 1번,11110680
1005,2110293,삼선중학교,11290555
1006,2110296,성신여대입구역 4번,11290575
1007,2110295,정릉우체국,11290630
1008,2110188,용두동신동아아파트,11230536
1009,2110191,고려대역 6번,11230545
1010,2110187,제기동역 6번,11230536
1011,2110390,방학초등학교,11320700
1012,2110391,샘말어린이공원,11320700
1013,2110400,도봉구보건소,11320670
1014,2110380,강북문화정보도서관,11305600
1015,2110290,북한산보국문역 1번,11290650
1016,2110746,금천금빛공원(은행나무사거리서측),11545670
1017,2111018,풍납초등학교(풍납백제문화공원),11710510
1018,2111054,암사역 4번(삼성광나루아파트),11740580
1019,2111000,대왕초등학교(세곡동사거리서남측),11680700
1020,2110978,도곡2동주민센터(대치중학교),11680656
1021,2111073,둔촌동역 1번(한산중학교),11740700
1022,2111079,둔촌고등학교(둔촌중학교),11740700
1023,2111053,성내천어린이공원(하니사랑길),11740640
1024,2111062,둔촌동역 3번(성내3동주민센터),11740660
1025,2111049,천호지구대(천호동자전거거리),11740610
1026,2111048,천호역 1번(천호문구완구거리),11740610
1027,2111059,강동역 4번(강풀만화거리),11740650
1028,2111077,길동주민센터(강동도서관),11740685
1029,2110294,서경대학교,11290650
1030,2110351,수유북부시장옆,11305660
1031,2110350,가오리역 2번,11305660
1032,2110375,서울북부고용노동지청,11305600
1033,2110367,강북구청,11305630
1034,2110365,미아역 5번,11305535
1035,2110360,수유초등학교,11305610
1036,2110307,길음역 7번,11290660
1037,2110361,삼양사거리역 1번,11305555
1038,2110300,삼선동주민센터,11290600
1039,2110303,성신여대입구역 1번,11290575
1040,2110304,보문역 4번,11290600
1041,2110297,경동고등학교,11290555
1042,2110181,신설동역 9번,11230536
1043,2110182,용두희망어린이공원,11230536
1044,2110056,신당역 3번,11140650
1045,2110402,도봉구 정병원,11320690
1046,2110325,장곡초등학교,11290760
1047,2110315,종암아이파크2차,11290705
1048,2110372,강북중학교,11305630
1049,2110376,수송초등학교,11305590
1050,2110323,상월곡역 1번,11290725
1051,2110971,선정릉역 4번,11680640
1052,2110394,방학중학교,11320700
1053,2110356,덕수교,11305620
1054,2110397,도봉산입구,11320521
1055,2110362,우이천 계성교,11305620
1056,2110358,인수동 우편취급국,11305630
1057,2110353,수유동우체국,11305620
1058,2110980,개포지구대옆,11680690
1059,2110955,논현초등학교,11680521
1060,2110958,역삼역 4번,11680640
1061,2110957,언북중학교,11680531
1062,2110116,청계천박물관,11200540
1063,2110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",11620695
1064,2110235,세화어린이공원,11260610
1065,2111034,오동나무공원(송파레미니스1단지),11710570
1066,2111013,송파나루역 1번(송리단길),11710580
1067,2110909,남태령역(서울전자고등학교),11650610
1068,2110759,문래예술촌(문래창작촌),11560605
1069,2111060,암사역 2번(서울강동초등학교),11740610
1070,2111087,고덕중학교(고덕2동주민센터),11740560
1071,2111066,암사동성당(효정하나플러스아파트),11740570
1072,2110945,본마을노인복지센터(서초구립내곡도서관),11650660
1073,2110931,삼성전자서울R&D(서울우면초등학교),11650651
1074,2111085,묘곡초등학교(고덕아이파크아파트),11740550
1075,2110726,금천철쭉어린이공원(금하마을),11545610
1076,2111072,굽은다리역 1번(십자성마을),11740600
1077,2110754,삼성산자연공원(서울금천초등학교),11545710
1078,2110750,시흥4동주민센터(서울신흥초등학교),11545700
1079,2110936,더케이호텔(양재리본타워2단지아파트),11650652
1080,2110742,KT금천빌딩(금천구시설관리공단),11545670
1081,2110947,청계산입구역 2번(내곡동주민센터),11650660
1082,2110749,금산초등학교(금천고등학교),11545690
1083,2110730,서울축산농협 독산역지점(독산파출소),11545610
1084,2110998,은곡마을(은곡마을공원),11680700
1085,2110881,구립대학경로당(관악산샘말공원),11620735
1086,2110874,원신초등학교(구세군관악영문교회),11620745
1087,2110887,서울산업정보학교(서울삼성초등학교),11620735
1088,2110944,서울나래학교(염곡어린이공원),11650660
1089,2110870,신림주공2단지(광신고등학교),11620745
1090,2120234,가락시장역,11710620
1091,2120175,남부터미널역,11650510
1092,2120137,문래역(문래로데오거리),11560605
1093,2120035,퇴계로5가,11140590
1094,2120073,미아사거리,11290715
1095,2120010,원남동사거리,11110615
1096,2120013,이화사거리,11110640
1097,2120196,서울세관,11680531
1098,2120203,강남구청역,11680531
1099,2120143,당산역,11560560
1100,2120127,구로구청,11530560
1101,2120150,63빌딩,11560540
1102,2120008,인사동,11110615
1103,2120021,시청역_8번,11140520
1104,2120006,종각역,11110615
1105,2120118,마곡역(마곡),11500603
1106,2120100,망원역,11440660
1107,2120111,목동사거리,11500570
1108,2120075,월곡역,11290725
1109,2120198,구역삼세무서,11680640
1110,2120045,남영동 먹자골목,11170530
1111,2120147,보라매역,11590660
1112,2120061,올림픽대교북단,11215870
1113,2120056,구의역,11215850
1114,2120029,을지로2가,11140550
1115,2120048,금호역,11200620
1116,2120174,논현역 5번,11650540
1117,2120071,성북구청,11290555
1118,2120162,방배동카페골목,11650590
1119,2120057,아차산역,11215780
1120,2120146,한강성심병원,11560535
1121,2120095,홍제역,11410620
1122,2120176,논현역 4번,11650560
1123,2120154,장승배기역,11590540
1124,2120179,양재역,11650520
1125,2120113,오목교역,11470510
1126,2120089,구파발역,11380690
1127,2120058,구의사거리,11215850
1128,2120019,경찰청앞교차로,11140520
1129,2120139,대림3동사거리,11560720
1130,2120082,상계백병원,11350695
1131,2120248,명일역,11740530
1132,2120134,구로전화국,11545630
1133,2120241,거여역,11710532
1134,2120023,서울시청,11140550
1135,2120067,장안동사거리,11230660
1136,2120044,삼각지역,11170625
1137,2120168,서울고교교차로,11650530
1138,2120235,문정역,11710642
1139,2120124,개봉동 현대아파트,11530760
1140,2120189,강남역,11650520
1141,2120080,마들역,11350710
1142,2120144,영중로,11560535
1143,2120206,개나리아파트,11680650
1144,2120009,종로3가역,11110615
1145,2120215,포스코사거리,11680590
1146,2120207,선정릉역,11680590
1147,2120178,신사역,11650540
1148,2120017,동묘앞역(동묘),11110670
1149,2120042,"숙대입구역(남영역, 남영동)",11170530
1150,2120074,안암역,11290600
1151,2120180,양재화물트럭터미널앞,11650652
1152,2120164,내방역,11650621
1153,2120199,경복아파트교차로,11680640
1154,2120170,삼호가든사거리,11650581
1155,2120088,구산역,11380552
1156,2120218,코엑스,11680580
1157,2120018,중림동,11140680
1158,2120079,창동역,11320514
1159,2120129,구로디지털단지,11530540
1160,2120052,성수역,11200690
1161,2120171,서초3동사거리,11650530
1162,2120047,한남오거리,11170685
1163,2120136,영등포구청역,11560550
1164,2120055,군자역,11215730
1165,2120205,매봉역,11680656
1166,2120185,논현역,11680521
1167,2120246,길동역,11740685
1168,2120142,대림역,11560720
1169,2120081,노원역,11350640
1170,2120016,동대문역,11110670
1171,2120070,한성대입구역,11290555
1172,2120004,종로구청,11110615
1173,2120086,태릉입구역,11350595
1174,2120117,강서농산물도매시장,11500611
1175,2120077,미아역,11305535
1176,2120097,충정로역,11410565
1177,2120231,가락시장,11710631
1178,2120068,사가정역,11260575
1179,2120001,서대문역,11110580
1180,2120085,은행사거리,11350619
1181,2120135,양평역,11560610
1182,2120141,영등포청과시장교차로,11560550
1183,2120224,수서역,11680750
1184,2120169,서초역,11650530
1185,2120011,종로4가,11110615
1186,2120092,불광역,11380570
1187,2120211,도성초등학교,11680630
1188,2120214,영동대교남단교차로,11680565
1189,2120015,종로6가,11110630
1190,2120249,고덕역,11740540
1191,2120083,등나무근린공원,11350625
1192,2120116,송정역,11500620
1193,2120020,시청역_1번,11140520
1194,2120050,서울숲역,11200650
1195,2120024,회현역,11140540
1196,2120239,오금역,11710620
1197,2120177,신논현역 1번,11650560
1198,2120026,을지로입구역,11140550
1199,2120087,응암역,11380631
1200,2120140,문래동주민센터,11560605
1201,2120210,선릉역,11680590
1202,2120037,동대문역사문화공원역,11140590
1203,2120039,신당역,11140615
1204,2120195,성수대교남단,11680545
1205,2120222,삼성역,11680610
1206,2120243,천호역,11740610
1207,2120229,방이동먹자골목,11710562
1208,2120145,영등포역(영등포),11560535
1209,2120238,방이역,11710561
1210,2120028,명동(명동거리),11140550
1211,2120130,구로디지털단지역,11530540
1212,2120221,봉은사역,11680580
1213,2120193,도산공원교차로,11680545
1214,2120106,마포역,11440590
1215,2120054,어린이대공원역,11215710
1216,2120187,신논현역,11680521
1217,2120151,보라매공원,11590680
1218,2120043,서울역,11140540
1219,2120123,오류동역,11530770
1220,2120036,장충동족발거리(남소영길),11140580
1221,2120032,충무로역,11140570
1222,2120244,암사역,11740580
1223,2120128,신도림역,11530560
1224,2120063,청량리역(청량리),11230560
1225,2120012,대학로(혜화역),11110650
1226,2120007,북촌(안국역),11110600
1227,2120022,북창동(시청역_6번),11140520
1228,2120103,홍대입구역(홍대),11440660
1229,2120138,당산2동(영등포우체국),11560560
1230,2120202,압구정로데오역(압구정로데오),11680545
1231,2120186,가로수길,11680510
1232,2120109,서울남부지방법원,11470620
1233,2120197,역삼역,11680640
1234,2120133,서울시흥동우체국(홈플러스시흥점),11545670
1235,2120152,신대방삼거리역,11590660
1236,2120062,신설동역,11230536
1237,2120003,광화문역,11110530
1238,2120040,용산전자상가(용산역),11170570
1239,2120217,대치사거리,11680630
1240,2120155,총신대학교,11590651
1241,2120120,화곡역,11500540
1242,2120066,장한평역(장한평),11230650
1243,2120112,등촌역,11470530
1244,2120236,장지역(가든파이브),11710642
1245,2120041,신용산역(용산역),11170625
1246,2120030,중부경찰서(영화인의거리),11140550
1247,2120107,공덕역(공덕오거리),11440565
1248,2120076,수유역,11305630
1249,2120072,성신여대,11290575
1250,2120183,양재천카페거리,11650651
1251,2120212,한티역,11680630
1252,2120192,뱅뱅사거리,11680640
1253,2120069,상봉역,11260590
1254,2120046,이태원(이태원역),11170650
1255,2120153,노량진역(노량진),11590510
1256,2120034,중구청(퇴계로4가),11140590
1257,2120053,건대입구역(건대),11215710
1258,2120049,왕십리역(왕십리),11200560
1259,2120165,서래마을카페거리(서래마을),11650581
1260,2120163,사당역 11번(사당역먹자골목),11650610
1261,2120114,목동신시가지,11470550
1262,2120065,회기역,11230720
1263,2120166,방배역,11650600
1264,2120247,굽은다리역,11740600
1265,2120245,둔촌역,11740660
1266,2120121,까치산역,11500540
1267,2120219,은마아파트,11680630
1268,2120098,DMC(디지털미디어시티),11440740
1269,2120102,서교동(홍대),11440660
1270,2120160,사당역(사당),11650610
1271,2120149,여의도역(여의도),11560540
1272,2120184,포이사거리(삼호물산),11650652
1273,2120002,서촌(경복궁역),11110530
1274,2120228,석촌역(석촌호수),11710580
1275,2120125,구로역,11530530
1276,2120204,르네상스호텔사거리,11680640
1277,2120091,본서부병원,11380580
1278,2120122,강서구청,11500591
1279,2120200,학동사거리,11680545
1280,2120172,교대입구교차로,11650530
1281,2120158,녹두거리(대학동),11620735
1282,2120225,잠실새내역(신천),11710650
1283,2120148,국회의사당역(국회의사당),11560540
1284,2120099,월드컵경기장역(월드컵경기장),11440730
1285,2120190,강남을지병원,11680545
1286,2120132,독산동,11545610
1287,2120188,압구정역,11680510
1288,2120242,강동구청역,11740640
1289,2120213,삼성중앙역,11680590
1290,2120093,연희동,11410615
1291,2120108,신정네거리역,11470650
1292,2120110,목동역 8번출구,11470650
1293,2120090,연신내역,11380530
1294,2120059,구삼강변맛길,11215870
1295,2120233,몽촌토성역,11710562
1296,2120159,서울대입구역,11620595
1297,2120237,경찰병원역,11710620
1298,2120105,상수역(홍대),11440655
1299,2120208,청담사거리(청담동명품거리),11680565
1300,2120104,연남동(홍대),11440660
1301,2120173,교대역(법원.검찰청),11650510
1302,2120230,송파사거리(송파역),11710600
1303,2120181,교육개발원입구사거리,11650651
1304,2120033,을지로4가역,11140605
1305,2120101,합정역,11440680
1306,2120201,도곡1동,11680640
1307,2120096,"이화여대(이대역, 이대)",11410585
1308,2120156,"총신대입구역(이수, 총신대)",11590630
1309,2120194,언주역(차병원),11680531
1310,2120161,방배동가구거리(사당동가구거리),11650590
1311,2120119,발산역(마곡),11500603
1312,2120157,신림역(신림),11620695
1313,2120167,고속터미널(고속터미널역),11650581
1314,2120220,대치역,11680600
1315,2120232,송파나루역,11710562
1316,2120182,"양재시민의숲역(양재동꽃시장, aT센터)",11650652
1317,2120094,"신촌역(신촌역, 신촌로터리)",11410585
1318,2120209,"강남구청(청담역_8번, 강남세무서)",11680565
1319,2120025,롯데백화점(시청광장 지하쇼핑센터),11140520
1320,2120060,강변역(테크노마트),11215870
1321,2120064,경희대학교(경희대),11230710
1322,2120051,뚝섬역,11200660
1323,2120078,미아사거리역,11305545
1324,2120223,휘문고교사거리,11680610
1325,2120084,공릉역,11350595
1326,2120191,학동역,11680521
1327,2120005,삼청동,11110540
1328,2120014,종로5가역,11110630
1329,2120027,명동역(명동재미로),11140550
1330,2120115,김포공항역(김포공항),11500640
1331,2120240,개롱역,11710632
1332,2120126,디지털단지오거리,11530595
1333,2120131,가산디지털단지,11545510
1334,2120226,석촌고분역,11710610
1335,2120031,을지로3가역,11140605
1336,2120038,약수역,11140625
1337,2120216,경기고교사거리(경기고교앞사거리),11680565
1338,2120227,잠실역,11710710
1339,2130116,동성타워프라자,11260680
1340,2130254,남서울상가,11560535
1341,2130316,마천시장,11710550
1342,2130131,동북프라자,11305534
1343,2130147,쌍문역동측상점가,11320511
1344,2130126,새석관시장,11290810
1345,2130173,백련시장,11410700
1346,2130125,장위전통시장,11290770
1347,2130082,면곡골목시장,11215760
1348,2130231,독산동 우시장,11545610
1349,2130095,청량리전통시장,11230545
1350,2130161,증산종합시장,11380640
1351,2130096,동부시장,11230600
1352,2130258,영진시장A동,11560680
1353,2130077,조양시장,11215847
1354,2130026,소공지하도상가,11140520
1355,2130249,동남상가,11560535
1356,2130185,망원월드컵시장,11440700
1357,2130091,청량종합도매시장,11230545
1358,2130213,방신전통시장,11500630
1359,2130124,번동시장,11290780
1360,2130079,한아름시장,11215710
1361,2130263,신노량진시장(기능상실),11590520
1362,2130320,암사종합시장,11740570
1363,2130321,장신구 특화거리 상점가,11740640
1364,2130136,수유재래시장,11305610
1365,2130199,신월3동 골목시장,11470580
1366,2130178,이대 앞 스타트업 상점가,11410585
1367,2130241,선유도역 골목형상점가,11560620
1368,2130266,만양로상점가,11590510
1369,2130073,뚝도시장,11200670
1370,2130193,신수시장,11440630
1371,2130060,신흥시장,11170520
1372,2130018,동대문문구완구거리(동대문문구완구시장),11110670
1373,2130197,마포시장,11440555
1374,2130002,세종마을음식문화거리(금천교시장),11110530
1375,2130030,을지로지하보도쇼핑센터(을지입구지하상가),11140550
1376,2130189,서교시장,11440660
1377,2130006,종로4가지하쇼핑센터,11110615
1378,2130089,청량리수산시장,11230536
1379,2130308,청담삼익시장,11680565
1380,2130181,아현가구거리상점가,11410555
1381,2130138,수유프라자,11305610
1382,2130319,성내전통시장,11740650
1383,2130220,등마루시장,11500520
1384,2130324,길동복조리시장,11740685
1385,2130117,정릉시장,11290640
1386,2130108,태능엔터피아(태릉시장),11260610
1387,2130043,제일평화시장,11140610
1388,2130016,동대문상가B동,11110670
1389,2130217,화곡본동시장,11500590
1390,2130265,노량진중앙시장,11590510
1391,2130299,엔터식스 강남점,11650581
1392,2130005,세운상가가동,11110615
1393,2130088,경동시장,11230545
1394,2130149,창동신창시장,11320512
1395,2130059,후암시장,11170510
1396,2130112,사가정시장,11260575
1397,2130145,쌍문역둘리상점가,11320680
1398,2130021,신설종합시장,11110710
1399,2130098,회기시장,11230710
1400,2130157,상계중앙시장,11350640
1401,2130166,응암시장(신응암시장),11380590
1402,2130311,새마을시장,11710650
1403,2130183,상암동상점가,11440740
1404,2130048,동평화시장,11140615
1405,2130164,역촌중앙시장,11380552
1406,2130297,강남터미널지하도상점가1구역,11650580
1407,2130190,홍대소상공인상점가,11440660
1408,2130191,홍대 걷고싶은 거리,11440660
1409,2130154,상계주공1단지(가)상가,11350695
1410,2130309,은마종합상점가,11680610
1411,2130228,구로시장,11530550
1412,2130203,서서울 골목형상점가,11470560
1413,2130025,삼익패션타운(남대문시장),11140540
1414,2130240,영등포유통상가,11560550
1415,2130167,연신내상점가(연빛거리),11380551
1416,2130180,포방터시장,11410660
1417,2130222,오류시장,11530770
1418,2130211,신정2동 골목시장(오목교중앙시장),11470630
1419,2130033,대림상가(청계상가),11140605
1420,2130140,숭인시장,11305555
1421,2130141,강북북부골목시장,11305590
1422,2130260,신대방1동골목상권,11590670
1423,2130174,연희사러가,11410615
1424,2130065,무학봉상점가,11200520
1425,2130187,영진시장,11440660
1426,2130218,신월중앙시장,11500535
1427,2130255,영등포전통시장,11560535
1428,2130275,강남골목시장,11620725
1429,2130196,공덕시장,11440555
1430,2130113,신아타운,11260690
1431,2130296,남부종합시장,11650590
1432,2130009,마전교지하쇼핑센터(구 한일상가),11110630
1433,2130153,창동역상점가,11320514
1434,2130001,통인시장,11110515
1435,2130031,청계천공구상가,11140605
1436,2130019,동대문상가D동,11110670
1437,2130144,백운시장,11320660
1438,2130283,신원시장,11620655
1439,2130184,마포농수산물시장,11440730
1440,2130194,용강동 상점가,11440590
1441,2130195,도화동 상점가,11440585
1442,2130245,영일시장,11560605
1443,2130168,연서시장,11380530
1444,2130202,신영시장,11470560
1445,2130186,망원시장,11440690
1446,2130310,강남개포시장,11680670
1447,2130278,미성동 도깨비시장 골목형상점가,11620765
1448,2130076,능동로골목시장,11215840
1449,2130244,대림중앙시장,11560710
1450,2130011,충신시장,11110630
1451,2130225,개봉중앙시장,11530750
1452,2130066,행당시장상점가,11200560
1453,2130152,오!도봉거리 상점가,11320522
1454,2130313,방이시장,11710562
1455,2130294,관악중부시장,11620575
1456,2130003,종각지하쇼핑센터,11110615
1457,2130039,청계6가 지하도상가,11140590
1458,2130230,가리봉시장,11530595
1459,2130233,남문시장,11545630
1460,2130171,불광먹자골목 골목형상점가,11380520
1461,2130305,논현종합시장,11680531
1462,2130051,동화동 골목형상점가,11140665
1463,2130063,신금호역 골목형상점가,11200615
1464,2130054,황학동주방가구거리상점가,11140670
1465,2130049,신당 미래유산 먹거리 골목형상점가,11140615
1466,2130020,동묘시장(동묘벼룩시장),11110710
1467,2130277,조원동 펭귄시장(신림중앙시장),11620725
1468,2130207,신정1동 골목시장(신정제일시장),11470620
1469,2130232,독산동 맛나는거리상점가(독산동 맛나는거리),11545640
1470,2130133,우이골목시장(우이시장),11305620
1471,2130253,영신상가(제일상가),11560535
1472,2130146,쌍문시장(쌍문역골목시장),11320680
1473,2130107,중랑동부시장(중랑교종합상가),11260590
1474,2130132,삼양골목시장(삼양시장),11305534
