상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구
2130322,15868,10923,4945,2067,2143,2221,2009,2483,2794,2151,56,126,3397,2499,7905,1885,9970,5722,73,1556,2252,2587,4900,4326,460032347,305402808,154629539,58560302,62779346,59994748,58001792,66066620,87760871,66868668,1760601,1630537,66586968,60470917,264509691,65073633,292919078,156545318,1047232,55335190,66131124,72646591,125702935,128601321,28,267658,130283,137374,35434,34410,39751,36567,46689,74804,73696,54889,30569,30763,43998,33741,36920,37420,37324,37134,36840,40092,41927,8,9,,,,,,,,,,7644,122669,58956,68358,107563,46626
2130321,5232,3945,1287,766,775,822,821,761,685,602,,,2128,508,2221,375,2973,1835,37,546,1005,1309,1175,735,189132813,131674591,57458222,21098465,24289368,28681821,26178508,31426429,31025426,26432796,,,51005572,15989500,97017460,25120281,112957775,58988162,1053106,18365477,34363143,58597828,35231009,24335376,4,163845,75938,87907,30720,20668,25047,28341,24904,34166,30812,34624,25088,25096,30775,17448,23717,23541,23524,23659,23735,22742,22928,433,7,1,,,,,,,,,10614,181552,76808,89080,160681,60317
2130320,91654,62482,29172,13188,11360,12165,12652,13117,17580,11592,,3456,19576,23257,42872,2493,47649,43218,316,4975,13664,20311,27249,24353,1647696163,1074087688,573608475,228659228,190177195,190586056,221872914,242792295,338462033,235146442,,49039471,357437155,379534702,798529089,63155746,872283687,697143575,5548774,86214109,226329694,361745090,477183246,412406350,26,124523,59395,65128,14553,16007,22023,19846,20910,31184,26676,22788,17049,18602,24806,14600,17814,17435,17526,17559,17888,18428,17871,173,12,,,,,,,,,,87839,1367555,506494,585313,1079228,368432
2130319,22233,14404,7829,2850,2959,2744,2900,2951,4043,3786,6,1126,4339,4159,10825,1778,13025,8806,163,1911,4040,4759,5772,5185,442875994,285675142,157200852,52668812,56868058,65179785,55358420,55600067,82352761,74848091,181628,10955725,58161057,53837704,276409322,43330558,281910277,146835016,1995288,29905090,77856092,80547780,140949013,97492035,19,805891,391136,414755,145551,85305,124918,122179,122580,205358,210337,161053,92755,96597,141481,103667,111738,110927,110780,110043,110339,124283,127785,34,5,,,,,,,,,,99051,1294136,582513,685280,1197957,420669
2130318,78989,52269,26720,10160,10212,10624,9560,11713,14658,12062,71,1718,17410,10998,39936,8856,45718,31182,1195,23397,18654,11863,11806,9987,2728570605,1779413894,949156711,338082687,347595369,368939308,316874397,407922133,551731300,397425411,2226051,28975583,368380070,276777968,1618162521,434048412,1655309688,972581674,34232428,826731485,682765325,406238714,381706754,296216655,65,364333,171251,193081,30916,75208,71427,54570,55926,76286,52301,61494,55245,65491,89790,40012,48296,48718,49565,49437,52672,58954,56690,266,37,1,1,,,,,,,,92359,562218,339507,414865,634830,276367
2130317,60720,36827,23893,8317,6208,7090,7081,8131,12912,10981,6,1666,11332,14037,30669,3010,33697,25711,165,3325,7918,14452,17950,15601,1745260864,1038644425,706616439,222899012,179073426,205586452,205385709,225699826,387119135,319497304,77645,47841385,264952301,371498961,939842926,121047646,1013310836,657703267,4325234,100973821,235373895,383903232,509432899,437005027,42,507036,241268,265767,68133,52511,66940,68868,85670,164912,133286,100741,59209,60574,87497,65729,70799,70871,70728,69770,69764,76114,78991,107,9,,,,,,,,,,59304,665209,285237,341299,544849,206053
2130316,12840,8449,4391,2004,1620,1515,1585,1725,2230,2161,,488,3676,3276,4929,471,6857,5983,35,584,1419,2381,3803,4618,337208760,216302681,120906079,39164943,46419516,49801150,44992645,35924427,72969096,47936983,,5914813,69723353,67536877,171681128,22352589,206557866,130650894,263287,13732143,52992075,51959142,112241276,106020837,8,47207,22454,24753,6336,5200,6191,6639,8053,14788,12947,9494,5374,5291,7776,6324,6647,6699,6705,6583,6574,6968,7031,18,1,,,,,,,,,,59304,665209,285237,341299,544849,206053
2130315,20214,16174,4040,3374,2988,3102,3435,3275,2602,1438,17,258,8928,3386,6241,1384,11485,6458,201,2781,4677,3380,4247,2660,526899805,410257640,116642165,83021109,74850972,79344748,85007389,88033422,76291315,40350850,532996,4290082,165696771,70631418,213033321,72715217,286178037,151399848,2761084,73127230,105008801,83527924,107583710,65569134,28,608991,294570,314419,82675,97895,117969,98827,92223,119402,134413,126075,85791,86224,107233,69254,89427,89230,89990,90938,89987,81086,78332,1372,15,2,,,,,,,,,67349,1625715,473504,591653,1463452,371709
2130314,30884,23138,7746,4424,4270,4682,5379,4383,4533,3213,35,727,9080,5664,13957,1421,18317,11189,23,1572,4297,5244,8225,10147,968521903,672855087,295666816,116674466,130975792,139060786,152965628,133178415,174766850,120899966,1322674,20138325,206074768,154806549,503182458,82997129,593149360,313052202,407547,59151597,134492649,138470945,274306926,299371893,31,1369696,628715,740982,183970,163121,214587,213415,225355,369249,339455,273036,163512,164548,245303,183842,192609,191762,192755,191058,192650,203886,204978,202,21,1,,,,,,,,,52695,355359,181642,217956,337793,152559
2130313,83045,60083,22962,11159,11675,12053,12789,12407,11940,11022,221,3384,28165,13026,33806,4443,46892,28801,485,9565,16302,16275,18261,14812,2494923043,1684949370,809973673,315564976,332496184,324044208,318041636,394802366,413623671,396350002,3846621,48603804,562841825,381915442,1311924339,185791012,1305392263,751544072,6194763,233515020,453944138,455903790,505613553,401765070,50,927061,427025,500035,127282,135680,190332,150133,129441,194194,272792,193979,100956,98846,140076,120413,131700,129745,131075,130987,131673,134653,137225,3469,33,,1,,,,,,,,41088,565975,297581,336592,610691,244528
2130312,96883,70366,26517,11731,14072,15070,14104,15389,14571,11946,1771,5754,29792,14445,38030,7091,59761,27851,117,6388,18284,24635,20621,17562,3039725802,2175811181,863914621,289279591,457819322,480335371,456741741,491635156,488044597,375870024,33286411,133298535,638833397,370293507,1552640304,311373648,1730365892,810647990,2185325,226703671,508885204,643319325,587006865,572913494,41,324372,153239,171134,50104,41469,66371,56904,46201,63323,67650,61378,43877,46110,64177,41183,46417,45387,46428,46219,47044,47036,45842,619,9,,,,,,,,,,78896,959771,472068,564626,911739,334133
2130311,132454,93414,39040,18408,17529,18511,18766,20200,22243,16797,169,2199,29628,22818,65109,12531,73021,53672,562,16526,27460,29339,31797,21012,3425505270,2385027344,1040477926,452796589,443344214,476620624,472494770,539771147,637293647,403184279,7661658,37929518,442855048,379444779,1993016479,564597788,1972507122,1101230205,9278565,462787879,771863896,668040203,679976571,481790212,75,834795,404469,430325,150739,119598,139267,148921,115389,160880,191799,158386,104793,114298,163794,101724,117396,117446,118678,119077,120621,124619,116958,377,17,,2,,,,,,,,88372,1397721,789487,936503,1572387,636273
2130310,48776,37708,11068,7586,7234,7538,7993,7357,6943,4125,14,1061,17994,5280,21568,2859,29007,15213,838,7129,5896,8210,11877,10265,1603355626,1173954842,429400784,220397573,236942651,220332295,264820127,231462196,260556140,168844644,467294,11360720,379763437,132173250,913108520,166482405,854972142,408887381,14347084,152119942,155233097,248182511,382832959,311143924,38,211820,98261,113560,46318,21102,23708,37019,34027,49645,24967,40548,37899,41800,47728,18879,29637,30054,30929,30781,31410,30451,28559,298,30,,3,,,,,,,,15951,392083,212683,266804,366210,148437
2130308,22114,21706,408,6238,3799,3799,3867,4003,204,204,,476,18449,1357,1492,136,9972,6241,,1629,2645,5359,3934,2646,732888561,697479053,35409508,175066777,73118599,191923535,127074007,130296135,17704754,17704754,,60067278,380326538,28877064,236212622,9700305,248768683,117658604,,16273450,36901862,133925271,113520643,65806061,7,9290,4764,4526,886,1305,2022,2012,1477,1589,2301,2122,1184,1098,1297,1287,1370,1360,1375,1447,1431,1236,1068,48,3,1,,,,,,,,,68519,1596113,469573,581228,1251082,295876
2130307,5082,3180,1902,624,570,600,648,738,1014,888,,60,1206,894,2592,330,2154,1914,12,96,384,1062,1548,966,174049870,114684049,59365821,19177994,17576329,24840813,23845021,29243892,31108783,28257038,,1061719,27204319,25476679,102676835,17630318,76873165,49702620,509894,3917181,14109053,34306835,45634689,28098132,3,199674,91340,108334,67783,16203,17953,47195,26429,24112,36380,37914,25703,30105,41908,27665,27562,27862,28356,28305,28470,30040,29080,57,9,,,,,,,,,,45097,1308439,774899,879878,1413778,552599
2130306,61142,54621,6521,11301,10876,10323,11896,10225,4274,2247,256,1260,31909,3892,18785,5040,31644,15717,32,8633,16350,10973,7805,3568,2765830190,2361074688,404755502,445522311,461202486,458349577,523983927,472016387,265926395,138829107,9818903,36526825,617804075,135077999,1493194006,473408382,1281926558,540759676,294831,271274087,648227023,452594655,313137879,137157759,45,142637,70948,71688,5119,31557,44303,29652,16630,15377,37362,32435,19664,18244,19529,15402,21205,21018,21184,21995,21536,18025,17674,235,4,,,,,,,,,,42097,258980,117091,129691,207898,86241
2130304,17089,12669,4420,1916,2725,2725,3019,2284,2210,2210,,663,7808,5818,590,,5872,8416,150,1035,2532,5366,3272,1935,131303293,93960627,37342666,12705344,22722312,19481528,23422027,15629416,18671333,18671333,,5892334,57155637,45496183,4087806,,43844168,63300558,896709,6170896,20176147,41986195,24222939,13691839,4,16883,7236,9648,4544,1319,1434,3183,2453,3950,5972,3281,1663,1580,2055,2334,2452,2469,2466,2495,2522,2313,2169,138,7,,1,,,1,,,,,24665,235284,129763,153589,215391,77185
2130303,87603,68919,18684,13659,13291,13323,13840,14806,11577,7107,1466,3140,28112,9260,34892,10733,48907,23164,223,14764,21251,17014,12104,6713,4100515853,3136451233,964064620,582569504,595884039,596822760,661314381,699860549,614864624,349199996,53472395,146181048,665661010,313987474,2163908145,757305781,2240429215,982575824,7607426,751335156,1143009964,684094873,423213966,213743657,63,362410,182511,179900,18755,80492,91098,70336,47483,54245,61872,68503,54141,56146,79811,41938,52818,53081,53408,56046,56738,48574,41745,242,5,,,,,,,,,,150896,1643570,646218,787087,1637416,610216
2130302,47158,36785,10373,7244,7230,7368,7706,7237,5783,4590,7,1192,21678,5444,15018,3819,24641,14508,186,10062,12882,7092,5673,3253,1644756119,1217469090,427287029,211463143,242825657,247097742,261819633,254262915,246331535,180955494,75816,16800928,419780442,136942797,803774829,267381307,833607994,467512074,4516421,362456585,457057631,239717044,155613980,81758406,19,50731,24837,25893,3964,12033,12111,9911,6647,6065,7131,9873,9048,9386,10942,4353,7465,7465,7465,7918,8084,6821,5514,58,,,,,,,,,,,87316,1780137,965468,1183534,2120248,733567
2130301,31293,27123,4170,5645,5354,5491,5577,5056,2754,1416,,128,16685,2405,10608,1467,14376,7513,35,1662,4153,4767,5278,5994,1017690818,870478606,147212212,179359377,163109714,172737323,184056830,171215362,106372750,40839462,,4468082,367226017,63574664,495780492,86641563,458200854,198923437,966095,51272092,120219455,139410122,141729432,203527097,16,62631,31177,31455,5525,10002,14615,12030,8044,12416,10361,12743,10363,10529,12306,6330,9583,9516,9685,10097,9917,7326,6509,35,3,,,,,,,,,,50329,1114965,468665,566186,994720,325112
2130299,272824,196210,76614,37369,36710,39413,40532,42186,40655,35959,139,10116,115598,58288,84807,3876,113340,134133,1751,45200,53620,46291,55496,45116,6712472997,4732020743,1980452254,853779780,888273290,982978223,969648996,1037340454,1036380522,944071732,1424212,145878951,2643505659,1242969942,2506639638,172054595,2710077797,3002829169,30520665,978542141,1298549327,1088585274,1258324495,1058385063,43,38888,16814,22075,6765,5807,6530,7511,5835,6440,4040,6534,7465,8357,9230,3262,5248,5337,5556,5581,5863,5892,5412,1850,11,,,,,,,,,,168718,3779303,3261333,3894803,5225860,1577062
2130298,4428,3163,1265,550,684,663,663,603,657,608,,264,1966,1018,1142,38,1815,2532,167,416,792,1054,1089,829,95533254,75706941,19826313,41100577,8760941,8791106,8413499,8640818,8962403,10863910,,3918829,61215620,14249457,15520181,629167,26634897,67557067,1554553,5562990,8975072,16122538,48756245,13220565,2,56047,24288,31758,8488,9595,9593,9662,8584,10125,1630,8854,12109,14280,15460,3715,7545,7706,8054,8147,8685,8567,7340,2,2,,,,,,,,,,158762,3732027,3233882,3859808,5175879,1549710
2130296,6598,5692,906,650,1096,1232,1510,1204,660,246,,,3504,597,2142,355,3483,2378,64,1055,1889,1067,1235,551,126000000,109548226,16451774,11139796,25330831,20849047,28251556,23976996,11260115,5191659,,,64872035,14628050,39224322,7275593,59536998,41093282,730017,15220052,31632559,16745182,23627361,12675107,3,43270,20106,23164,8532,5065,5674,8536,6539,8923,15734,8825,4017,3810,5329,5554,6093,6120,6150,6154,6148,6294,6312,85,1,,,,,1,,,,,29706,557148,282343,343226,545164,213356
2130295,51181,38029,13152,8017,7475,7311,7793,7433,8147,5005,34,1533,14702,11113,21451,2348,28797,21926,48,6456,11154,9254,11680,12131,837628341,600862082,236766259,115047592,114032736,115058482,129963419,126759853,146619253,90147006,1283095,16202114,199944758,138046309,393717485,88434580,489405495,322660440,471116,113093955,185740895,162782417,174950399,175027151,31,268951,123957,144994,26367,56352,52130,37810,36778,59514,54590,46045,31453,37292,59968,39602,37508,37163,37567,37367,37999,40749,40596,122,18,1,,,,1,,,,,29164,522655,249894,284186,483996,234887
2130294,39632,27172,12460,5258,5242,5507,5718,5447,6769,5691,19,981,15431,9200,13180,821,21523,16629,178,2995,5450,5550,8742,15237,1050466882,697890116,352576766,122596189,130379414,148706373,145765123,150443017,190371772,162204994,129858,12267917,308689886,225416773,456482205,47480243,568213716,416840823,2455883,54036453,125590626,162410537,244874305,395686735,22,281669,131842,149827,41322,46973,45282,39459,36183,72450,56928,55650,39705,41436,54216,33734,40235,39805,39822,40167,40731,40775,40136,102,12,,2,,,,,,,,123414,946169,496976,588858,948852,421994
2130293,25122,17991,7131,3637,3503,3391,3975,3485,4804,2327,,442,7008,5624,10692,1356,15354,8317,65,2872,3956,2967,5067,8741,479556089,330184149,149371940,65257089,63636941,65001812,67999094,68289213,101285589,48086351,,5678052,105239878,96727510,232697430,39213219,305493866,145078539,800654,55583302,74479675,46428528,93406207,179874040,10,60938,29152,31786,6010,14303,11334,8259,7962,13070,8304,11878,9972,10636,13861,6288,8606,8490,8621,8640,8907,9136,8537,154,2,,,,,,,,,,136880,1220458,677502,771023,1205181,575334
2130292,10744,8022,2722,1396,1282,1815,1555,1974,1613,1109,14,14,1828,1699,6282,907,6136,3658,,792,1714,3140,2060,2089,302465387,208749766,93715621,36033279,29061094,46100534,43807676,53747183,54968072,38747549,374462,100817,43044352,45609268,184638333,28698155,172671263,96721970,,19057211,45715414,95110346,62814911,46695351,3,82025,38344,43681,15339,10793,14335,13805,9674,18079,15694,15131,11390,13138,17706,8966,10836,10891,11070,10905,10984,13757,13583,,,,,,,,,,,,40098,445331,233376,290372,429216,177061
2130291,722,481,241,78,61,126,105,111,132,109,11,6,264,139,235,67,372,334,6,96,143,68,198,196,22586885,15528655,7058230,1362646,2353661,3886980,5885529,2039839,2356414,4701816,192697,104607,4674287,3055630,10978246,3581418,14400670,6930929,132135,3393371,4592676,3646756,5946703,3619957,1,21123,10052,11071,1759,5938,3900,2448,2467,4612,5077,4019,2484,2579,4024,2940,2947,2913,2945,2955,3018,3162,3183,,,,,,,,,,,,141802,1775762,790686,913662,1608468,643651
2130290,63863,45490,18373,8870,8882,8796,9322,9620,10133,8240,311,2242,15452,12221,28898,4739,38378,23529,201,10356,13053,9540,14421,14331,1518083168,1039860062,478223106,182055928,200568777,207731108,207707349,241796900,274746110,203476996,11150776,53233730,253537834,232473198,792655736,175031894,928259871,490671266,3134662,223415187,290713882,230206869,325306722,346153812,45,604702,284578,320124,53500,148859,108967,74698,77875,140802,137954,121031,72909,76035,115086,81685,86410,85643,86273,87456,88103,86351,84467,417,30,1,1,,,1,,,,,141802,1775762,790686,913662,1608468,643651
2130289,3279,1885,1394,207,419,376,362,521,805,589,29,5,507,569,1624,545,2175,931,,521,742,594,772,478,123132919,71653550,51479369,8042671,14744898,12391886,17155771,19318324,28597775,22881594,1007745,188048,12714943,13192296,72965066,23064821,73931826,40326669,,21509808,28431423,23829067,23891750,16596449,6,62462,30062,32400,6714,11862,10764,9495,9300,14326,13626,11594,7491,8115,12708,8927,8864,8687,8813,8753,8817,9246,9280,36,3,,,,,,,,,,144208,1747340,796322,937261,1622600,647199
2130288,1479,1165,314,275,191,342,200,157,157,157,,8,649,183,482,,846,417,,83,167,151,411,452,36683872,26942510,9741362,6250430,3885739,8793823,4762628,3249890,4870681,4870681,,149611,16856212,3781842,11025526,,19636700,10805054,,1435601,2687603,3432466,9658208,13227877,2,14426,7371,7056,1411,2944,2447,1995,2131,3498,3225,2908,1639,1885,2815,1954,1950,1963,1973,1973,1950,2279,2337,2,,,,,,,,,,,114773,1274489,608053,683383,1110722,472666
2130287,12005,8908,3097,1851,1577,1654,1859,1967,2425,672,,1100,3251,4022,3583,49,6318,5676,,323,787,1749,3117,6020,204568934,149308893,55260041,32434037,27658741,24071555,32660873,32483687,43012700,12247341,,17435804,54902737,70513723,59954532,1762138,106156070,93700850,,5042387,11146512,31382500,50841488,101444034,10,265492,139633,125859,20309,62770,45890,36169,36520,63832,55941,48982,34514,36593,54006,35454,37980,37638,37415,37628,37987,38476,38369,,4,,,,,,,,,,87188,846178,465667,544175,852626,344857
2130285,250686,162534,88152,30821,32157,33203,32183,34170,45892,42260,94,2186,52839,46859,123218,25490,159579,88121,5877,83642,67034,38227,32319,20602,6587277269,4110480727,2476796542,745412029,811169256,840892183,814730639,898276620,1357096810,1119699732,3955343,31703422,892588759,1035544320,3605014922,1018470503,4059083645,2321634064,167427256,2288265001,1726361312,940819358,787068041,470776741,135,899125,463330,435794,66559,298291,188565,115078,98513,132119,99520,142587,126834,158388,253347,118450,121789,122066,127350,127019,133336,138778,128788,615,31,1,,,,,,,,,401845,4709573,2031314,2415308,4701689,2093665
2130284,6363,4362,2001,801,1025,703,969,864,1046,955,,801,2520,1567,1405,70,3150,3129,,1204,1254,1196,1507,1118,58568296,40355164,18213132,8074825,9517436,6082281,8586833,8093789,8442853,9770279,,5617331,23040327,14622057,14628379,660202,28883319,28139825,,9362428,11141294,12286850,13354137,10878434,2,71158,36093,35063,4187,19622,15327,9568,8585,13868,18049,12694,7588,8516,13619,10691,9606,9514,9929,9788,9991,11150,11179,17,4,,,,,,,,,,386614,4673852,1996889,2368955,4620146,2054068
2130283,53516,35169,18347,7098,4911,7516,7377,8267,9542,8805,68,2111,10639,10191,26468,4039,33111,19951,61,6817,9911,9411,13651,13209,1361321082,864220052,497101030,166529157,133368334,182132584,171890270,210299707,264131886,232969144,1308954,36326235,183146881,194685217,791481020,154372775,863073663,485871392,1774669,207083139,264339078,236111673,332212207,307424285,36,983804,499089,484715,59955,281413,203130,127756,127032,184519,184975,166978,121122,142749,225369,142612,133413,131889,136145,135770,139202,154229,153155,25,5,,,,,,,,,,395383,4726331,2032907,2426523,4737334,2118549
2130282,1672,1125,547,250,137,275,223,240,299,248,,9,497,301,805,60,966,595,,44,199,285,421,613,74382840,49054089,25328751,7433996,4107133,9294640,8351457,19866863,14499295,10829456,,120041,25706023,10812307,34134650,3609819,49330388,20448004,,1821252,5889109,23750606,17248491,21068934,3,148520,71032,77488,22477,19403,19944,22373,22736,41588,37189,29804,17746,18546,26447,18792,20517,20464,20603,20293,20197,22708,23739,20,,,,,,,,,,,48719,339086,154432,176481,268397,113302
