,버스정류장ARS번호,역명,00시~06시승하차총승객수,06시~11시승하차총승객수,11시~14시승하차총승객수,14시~17시승하차총승객수,17시~21시승하차총승객수,21시~24시승하차총승객수
7236,18544,구립독산도서관(00008),33,1018,710,917,744,226
7237,18543,시흥사거리.대명시장(00007),371,9359,12045,16678,20958,8626
7238,18542,시흥동은행나무(00021),701,17837,8500,7277,7009,1747
7239,18541,가산테라타워(00007),276,6828,1921,2228,6144,2484
7240,18540,박미마을(00023),102,626,525,833,1093,278
7241,18538,진도3차아파트(00013),59,956,239,317,359,147
7242,18537,해찬아파트(00007),34,1003,500,826,573,153
7243,18536,새마을금고(00006),129,775,269,183,189,28
7244,18535,에이스하이엔드타워클래식(00006),312,13180,2559,2953,8223,3469
7245,18533,독산현대아파트.금천50플러스센터(00012),104,2546,728,880,1242,474
7246,18532,구민문화체육센터(00006),40,1817,1597,1514,1364,347
7247,18531,어울샘.동산중앙교회(00005),51,727,151,152,113,9
7248,18530,온누리아파트(00005),432,4157,964,1148,3236,1262
7249,18528,독산주공14단지(00004),298,2973,653,322,379,54
7250,18526,무지개아파트(00025),957,16707,6810,6039,6626,2135
7251,18525,태영빌라(00005),6,747,261,420,354,61
7252,18524,탑동초등학교.청담종합사회복지관(00004),13,564,173,208,143,14
7253,18522,문일고입구(00020),99,816,645,946,1496,502
7254,18519,남문교회(00004),63,1047,389,535,492,124
7255,18518,호남슈퍼(00003),79,442,152,172,83,7
7256,18514,금천현대아파트(00009),772,8615,3173,2955,3555,1020
7257,18515,독산주공1319동(00003),78,1293,308,275,132,24
7258,18513,홈플러스.문일중고입구(00003),389,6362,1319,1851,1240,338
7259,18512,문성중학교(00003),3,671,281,403,406,133
7260,18511,독산역(00001),304,20951,9928,15172,33876,10194
7261,18510,벽산3단지앞(00002),36,394,134,91,68,6
7262,18508,무지개아파트(00042),207,5780,3828,5378,7783,2837
7263,18507,롯데캐슬1차서문.해가든아파트(00024),211,4982,2283,2466,2963,1168
7264,18506,성지아파트(00002),65,1276,250,267,126,22
7265,18504,벽산3단지(00001),240,2044,950,1132,1768,955
7266,18502,독산한신코아.한신아파트(00001),225,3290,578,531,877,223
7267,18501,시흥1동공영주차장.금천노인종합복지관(00001),39,1378,920,794,729,100
7268,18867,금천구종합청사.금천구청역(00026),1239,36381,13893,13825,14698,3899
7269,18866,두산어린이공원(00023),527,8912,2795,3257,7897,3120
7270,18865,시흥2동주민센터.동일여고(00013),229,5806,3303,5418,5561,2331
7271,18863,시흥사거리.대명시장(00005),1376,12691,9208,10315,9884,2874
7272,18861,금빛공원(00009),125,1990,1871,2570,4588,1942
7273,18860,롯데캐슬1차서문.해가든아파트(00041),145,5360,1787,2572,4503,1627
7274,18859,금천현대아파트(00038),219,4576,2544,3369,5885,2438
7275,18858,하안주공1317동(00002),59,715,178,148,119,25
7276,18856,난곡중학교(00001),121,6993,2284,5412,4593,1219
7277,18854,문성중학교(00041),20,543,325,341,651,342
7278,18853,남문교회(00040),9,563,251,404,522,260
7279,18852,태영빌라(00039),10,330,224,449,633,333
7280,18850,구민문화체육센터(00038),11,1916,1068,1017,1255,513
7281,18848,해찬아파트(00037),39,974,522,748,1174,802
7282,18847,벽산3단지앞(00036),7,60,112,200,363,182
7283,18845,구립독산도서관(00036),21,1540,957,1329,1932,827
7284,18844,호남슈퍼(00035),4,54,97,217,260,100
7285,18843,안천초등학교(00037),24,791,600,730,942,300
7286,18503,가산디지털단지역(00001),1430,33674,7605,11057,31684,14816
7287,17576,한일유엔아이APT(00008),22,1269,589,872,2036,725
7288,18570,에이스태세라타워(00012),63,3521,714,1046,1702,248
7289,18783,벽산디지털밸리2차(00019),27,4542,490,360,600,131
7290,18822,대륭테크노2차.12차(00029),16,939,157,172,163,31
7291,18851,한일유엔아이(00029),0,2184,769,894,1888,418
7292,18527,두산초등학교(00011),31,1059,288,395,548,110
7293,18553,독산역(00030),1081,31213,10947,12265,21255,8075
7294,18785,안천중학교(00020),35,1134,747,1034,848,305
7295,18787,서울디자인직업전문학교.청년취업사관학교(00028),27,533,178,192,385,271
7296,18805,진도2차아파트(00032),64,893,219,328,943,619
7297,18814,시흥모터스(00027),17,930,508,646,1263,430
7298,18825,두산초등학교(00036),123,857,293,383,532,224
7299,18868,두산어린이공원(00009),388,7676,2784,3409,6712,2092
7300,18516,시흥사거리(00019),188,3661,3663,4701,7027,1800
7301,18534,시흥유통상가.금천고(00022),60,1541,1167,1537,2114,626
7302,18562,남부여성발전센터(00011),27,2665,1414,1250,1131,289
7303,18791,범일운수종점(00020),363,8228,3598,3168,3142,818
7304,18864,시흥동은행나무(00011),565,8540,10716,14256,22154,9608
7305,18582,독산고개입구(00014),204,5534,2102,2168,3990,823
7306,18499,가산한화비즈메트로2차(00026),104,5694,760,886,1211,215
7307,18993,안양천로입구(00016),1,53,59,71,77,33
7308,18992,시흥사거리(00011),52,1423,1047,1230,1316,383
7309,18965,한울중학교앞(00034),79,849,506,622,799,402
7310,18964,한빛무궁화아파트(00033),0,220,342,371,602,312
7311,18963,신흥초등학교(00032),0,97,103,158,182,83
7312,18962,시흥아파트앞(00031),5,54,42,78,80,27
7313,18961,삼성산자연공원.삼성체육공원(00030),4,189,89,95,203,111
7314,18960,시흥5동주민센터(00029),30,508,648,621,797,315
7315,18959,백운한비치.금광포란재아파트(00028),0,414,225,271,324,104
7316,18970,시흥5동성당(00026),0,133,80,102,258,71
7317,18969,시흥계곡앞(00025),1,216,108,134,246,128
7318,18968,영일빌라(00023),2,120,139,135,348,138
7319,18967,금천폭포공원(00022),0,565,368,543,587,218
7320,18989,석수역(00019),14,723,508,625,1300,467
7321,18988,석수역(00018),412,3404,1261,1563,1859,568
7322,18987,기아대교앞(00017),47,396,109,124,110,54
7323,18985,시흥3동공영주차장앞(00016),58,1349,579,895,908,186
7324,18984,금천고등학교(00015),60,1334,207,292,260,59
7325,18982,영일빌라(00013),64,554,229,237,208,60
7326,18981,시흥계곡앞(00011),25,329,220,157,172,35
7327,18980,시흥5동성당(00010),17,247,76,86,122,11
7328,18979,관악우방아파트(00009),25,1341,519,951,779,197
7329,18978,금광포란재.백운한비치아파트(00008),66,827,293,381,338,98
7330,18974,신흥초등학교(00004),28,322,118,105,61,13
7331,18973,한빛무궁화아파트(00003),50,695,271,335,348,28
7332,18972,한울중학교앞(00002),203,2102,674,701,752,166
7333,18857,산기슭공원(00001),26,328,169,304,301,99
7334,18975,시흥아파트앞(00005),0,26,52,40,61,18
7335,18983,금천문화원.국립전통예술중고(00014),15,803,139,479,218,27
7336,18976,삼성체육공원.삼성산자연공원(00006),8,338,158,165,163,65
7337,18977,시흥5동주민센터(00007),36,1150,820,840,1009,141
7338,18873,롯데캐슬1차정문.해가든아파트(00014),24,295,112,124,261,94
7339,18869,롯데캐슬3차(00013),160,1427,869,1107,1887,640
7340,18872,롯데캐슬1차동문(00021),0,1261,1127,1710,2317,674
7341,18871,롯데캐슬1차정문.해가든아파트(00020),0,463,419,585,975,325
7342,18600,문성초등학교(00025),138,982,513,663,777,339
7343,18601,섭리의집(00012),37,309,132,164,129,11
7344,18602,섭리의집(00024),0,103,81,117,270,79
7345,18587,가산동주민센터(00018),0,886,280,291,636,273
7346,18588,SG세계물산(00031),0,788,174,264,548,265
7347,18589,가산로데오거리(00032),0,394,309,629,994,448
7348,18603,가산디지털단지역(00034),0,1809,676,1073,3038,853
7349,18569,대륭테크노타운19차(00013),48,1610,309,452,845,130
7350,18801,롯데캐슬2차(00027),98,2643,1743,2495,3083,1218
7351,18804,롯데캐슬2차(00016),166,3493,1985,2308,3518,997
7352,18500,RSM타워.르노코리아서부사업소(00011),52,1462,222,594,504,70
7353,18517,RSM타워(00027),10,1896,304,366,207,64
7354,19001,문래동남성아파트(00027),2523,17811,6299,6855,9643,3418
7355,19002,문래동남성아파트(00063),1627,7573,6497,11293,19534,8864
7356,19003,남부지방법원등기국.구로세무서(에이스하이테크시티)(00030),7925,42227,16141,16824,27316,4711
7357,19004,남부지방법원등기국.구로세무서(에이스하이테크시티)(00068),2202,33579,12396,21398,32540,11914
7358,19005,영등포역(00017),8881,43806,26922,29273,42397,12690
7359,19006,영등포역(00061),8128,44362,33726,50146,86183,32812
7360,19007,여의도환승센터(00051),4999,43290,14809,16540,31727,9244
7361,19008,여의도환승센터(00048),5667,48801,22750,32033,56578,18289
7362,19009,서울영림초등학교(00069),3134,26899,14620,18707,32458,14314
7363,19010,강남성심병원.대림성모병원(00082),3550,39464,26157,30479,37586,18058
7364,19011,경남아너스빌아파트(00052),1228,19072,9101,11462,19479,9616
7365,19012,보라매공원(00051),1127,13584,7780,12513,21984,10076
7366,19013,보라매역.동작세무서(00050),1563,21349,11626,18086,34715,15666
7367,19014,서울지방병무청(00037),1099,14450,9094,16130,24086,12619
7368,19015,대방역(00041),3066,16418,7163,7957,13859,4746
7369,19101,대성병원(00053),262,2540,1473,2232,3261,2092
7370,19102,영등포공원.영등포문화원(00030),1561,6223,2834,2947,3269,944
7371,19103,영등포공원.영등포문화원(00052),299,3029,2289,3183,4559,2350
7372,19104,영등포시장(00066),2608,19072,11267,13963,18689,7165
7373,19105,영등포시장입구(00063),1293,14169,13031,15126,15997,5028
7374,19106,영등포로터리(00062),1889,19116,11861,12166,19102,7526
7375,19107,영등포시장로터리방면(00064),3328,22486,13982,18111,29162,13979
7376,19109,영등포시장(00063),1874,9897,7541,10455,16088,5828
7377,19112,경방타임스퀘어.신세계백화점(00065),13444,87414,69050,89332,138180,51516
7378,19114,영등포역(00037),2310,10285,6326,7034,9544,4435
7379,19117,경방타임스퀘어.신세계백화점(00050),2963,15735,14118,15925,23893,5598
7380,19118,김안과병원(00051),5986,33663,25189,24777,27591,8936
7381,19119,김안과병원(00028),4095,29670,17804,24333,36684,14275
7382,19120,영등포시장(00049),2741,22816,15621,16180,19192,7131
7383,19121,신화병원(00061),1580,11385,7318,7643,14757,5777
7384,19122,신화병원(00053),1103,15633,5293,5993,10149,4153
7385,19123,영동초교(00034),478,5255,1377,1045,1532,678
7386,19124,영동초교.영등포평생학습관(00043),106,1304,1012,1423,4489,1593
7387,19125,삼환아파트(00038),2026,20424,9291,10586,20068,9866
7388,19126,당산푸르지오아파트(00034),1618,31613,12224,12956,21956,8066
7389,19130,KBS(00038),290,2816,2298,2961,6209,2310
7390,19131,국회의사당(00028),1532,12731,6641,7798,16622,5266
7391,19132,국회의사당역.국민은행(00061),788,16884,5576,5627,17920,4431
7392,19133,국회의사당역(00046),2271,25713,13077,15910,31349,10383
7393,19136,여의도순복음교회(00045),1980,29869,12280,13104,21273,6673
7394,19137,여의도순복음교회(00035),1103,11698,7431,8433,16067,4792
7395,19138,여의도공원(00046),617,7022,2379,3595,10769,1700
7396,19139,여의나루역(00047),1796,21222,8901,14327,30773,13076
7397,19140,여의나루역(00058),1362,21368,9050,13312,30673,14049
7398,19141,여의도중학교(00063),200,3514,2022,3849,3611,1537
7399,19142,여의도중학교(00057),151,3827,2479,3829,5553,2348
7400,19143,63빌딩.가톨릭대학교여의도성모병원(00064),882,31168,11600,14216,25428,6856
7401,19144,63빌딩.가톨릭대학교여의도성모병원(00056),1306,22486,9363,11679,21227,5342
7402,19145,시범아파트(00036),708,12479,5176,6000,9912,3220
7403,19146,시범아파트.대교아파트(00063),767,16094,7456,10698,12991,4394
7404,19147,여의동주민센터(00065),138,3496,2428,2923,3836,1331
7405,19148,여의동주민센터(00055),848,7670,3662,3629,4595,1775
7406,19149,진주아파트(00037),1320,10500,5925,6606,12234,4577
7407,19150,KBS별관(00064),1129,17622,12441,18045,34644,14859
7408,19151,샛강역.앙카라공원(00053),2178,27582,7818,7517,12299,3877
7409,19152,여의도공원(00051),1728,5082,4813,8265,14266,6976
7410,19153,샛강역1번출구.여의도자이(00059),3978,63599,20129,19867,31230,9393
7411,19154,샛강역4번출구.여의도자이(00017),1240,13576,9354,16204,26613,9929
7412,19155,여의도역(00056),2994,40127,18062,25836,49843,26033
7413,19156,여의도역(00011),3158,70638,25994,26976,44161,15096
7414,19157,한국거래소(00032),5302,28145,10842,12756,24230,7206
7415,19158,한국거래소(00063),1090,10335,5203,11952,22206,8349
7416,19159,삼부아파트(00033),553,13866,9105,12993,18383,3052
7417,19160,여의도공작아파트(00048),884,7933,6327,11008,17311,5089
7418,19161,전경련회관(00031),12575,57603,14575,12903,18664,4905
7419,19162,당산동진로아파트(00029),2103,16572,7071,9105,15644,5686
7420,19163,당산동진로아파트(00050),3536,26303,12042,12877,21082,7801
7421,19164,영등포방사선과(00091),415,3251,1794,2226,2866,1139
7422,19165,양남동로타리(00066),1058,10198,5348,7383,12111,4742
7423,19166,교보앞(00016),2780,18495,8902,9715,14565,5485
7424,19167,현대아파트(00030),974,8259,4212,4681,6113,2045
7425,19168,영등포구청(00031),1325,13905,8597,9847,16753,7359
7426,19169,영등포구청(00049),1012,19229,12080,14757,22109,9562
7427,19171,당산동삼익아파트(00048),197,3851,2369,2771,4648,1811
7428,19172,당산역(00026),6687,39601,18710,22698,45676,22965
7429,19173,당산119안전센터.당산역(00062),3321,17066,10207,12358,22002,8933
7430,19174,당산역삼성래미안아파트(00059),4439,38064,18445,18621,37039,17750
7431,19175,당산역삼성래미안아파트(00069),3521,30070,13049,15429,27598,11680
7432,19176,당산역(00111),4336,29871,9469,10125,20287,7463
7433,19177,당산역(00039),468,7037,3684,4180,7672,3778
7434,19178,당산역(00032),634,4721,2331,2646,4263,1624
7435,19181,당산삼성아파트(00031),355,7152,3231,3771,5080,1749
7436,19182,당산유원제일1차아파트(00012),493,7201,4091,4503,7339,1877
7437,19183,당산유원제일1차아파트(00032),269,2694,1584,1993,2872,1004
7438,19184,도림동자치회관(00018),164,6493,3255,3857,5824,2653
7439,19186,도림마을금고(00057),1348,16120,5898,6020,8038,3379
7440,19187,도림마을금고(00015),993,9436,5196,7107,12010,5591
7441,19192,문래역(00092),663,10101,4519,7537,18536,8763
7442,19193,문래역(00007),585,31616,8188,7577,10907,1937
7443,19195,국화아파트(00072),7,190,103,108,194,75
7444,19196,현대6차아파트(00096),305,539,595,1327,4013,2339
7445,19197,문래롯데캐슬(00003),534,11057,2482,2013,1888,247
7446,19198,문래중학교(00095),423,1594,1419,2467,6019,3057
7447,19199,문래중학교(00004),489,8660,1947,1857,1516,199
7448,19200,문래동국화아파트(00003),18,151,91,111,204,49
7449,19201,대림아파트(00002),10,172,80,104,286,107
7450,19202,양평1동주민센터(00049),945,8011,4492,6213,13116,4680
7451,19203,양평신동아아파트(00016),1880,17433,5535,5360,8526,2649
7452,19204,관악고등학교(00032),1977,18296,6182,7006,9997,4137
7453,19205,관악고등학교(00068),1647,12342,6811,9376,16455,6472
7454,19206,당중초등학교(00025),224,2833,1958,2400,3439,1571
7455,19207,당중초등학교(00035),237,4270,4290,4868,7038,1861
7456,19208,오산당요양병원(00026),336,1685,823,1195,1802,905
7457,19210,한신아파트.선유도역(00035),785,15946,7299,10097,19625,7950
7458,19211,한신아파트.선유도역(00018),819,21555,7812,7579,15563,5537
7459,19212,선유도역.롯데제과(00030),1427,11396,6744,7588,14167,4382
7460,19213,선유도역.롯데제과(00034),849,13391,4469,6771,10755,4810
7461,19214,양평한신아파트.선유도공원입구(00024),1294,13550,5164,5717,10028,2367
7462,19215,영등포아리수정수센터(00046),3462,27040,11948,19363,36299,18979
7463,19216,양평한신아파트.선유도공원입구(00112),1427,8188,4439,6648,12769,5983
7464,19217,안양천입구(00039),3829,29639,15142,12740,18581,7369
7465,19218,양평동한솔아파트(00040),1144,17408,5449,4787,9647,2513
7466,19220,당산초등학교앞(00029),798,8066,2823,2968,4653,1028
7467,19221,선유고등학교(00023),435,5408,1469,1937,3792,1987
7468,19222,선유고등학교(00031),283,3288,2018,2367,5878,1326
7469,19223,선유중학교(00004),157,3428,2138,3132,4994,2141
7470,19224,선유중학교(00030),172,3841,1702,1464,2290,563
7471,19225,신길역1호선(00032),6857,71310,22216,22781,28052,10125
7472,19226,신길새마을금고(00020),7257,28964,11806,12467,20299,8638
7473,19227,신길새마을금고(00094),2350,23892,9289,9917,16814,7453
7474,19228,대신시장(00031),5248,45103,17808,17084,19833,5272
7475,19229,대윤병원(00037),840,5640,4367,7738,12810,5696
7476,19230,대신시장(00078),2290,12422,9203,13844,22375,11701
7477,19231,영등포농협.신길2동새마을금고(00079),1826,9175,4902,6149,10698,5755
7478,19232,우신초등학교(00040),2179,11339,6304,8862,14891,6990
7479,19233,포레나신길아파트(00053),1345,12559,4910,6428,11615,4664
7480,19234,성락교회(00016),773,10053,5586,7053,11168,4494
7481,19235,성락교회(00056),1343,7998,3421,3969,5303,1844
7482,19236,도림동자치회관(00015),672,6133,2733,2670,3480,1461
7483,19238,우신초등학교(00031),4056,15917,7315,7533,10058,3345
7484,19239,신길힐스테이트클래시안아파트(00028),3588,28167,11833,12435,17456,5717
7485,19240,신길동홍어거리(00030),4567,19661,8471,8355,11357,4144
7486,19241,신풍역.백악관웨딩문화원앞(00054),2035,18596,7454,9858,15425,6139
7487,19242,신길5동주민센터(00055),629,7252,3812,4050,5405,1989
7488,19243,신길5동주민센터(00017),516,5538,2486,2994,4133,1741
7489,19244,신풍역(00018),532,2084,793,741,1188,362
7490,19245,영등포농협도림로지점.우리시장(00014),1474,5528,2518,2624,3602,1224
7491,19246,영등포농협도림로지점(00043),382,4662,2908,3658,5608,2839
7492,19247,태양의집.KT대방지사(00025),1397,14531,7407,8414,10688,3536
7493,19248,신길주유소(00026),1962,10280,4784,4577,5844,1795
7494,19249,신풍역.백악관웨딩문화원앞(00027),3372,17640,8275,10142,19236,7211
7495,19253,대방역(00001),9,4753,2082,2509,4619,1855
7496,19254,대방역(00077),1872,11657,6124,8198,15092,7132
7497,19255,공군호텔(00049),2221,22676,16957,29608,47991,25744
7498,19256,서울지방병무청(00050),188,3050,2118,2950,5029,2784
7499,19257,대방초등학교(00043),56,816,538,779,1108,439
7500,19258,태양의집(00058),1525,13099,6962,8476,13566,5325
7501,19260,대림동우체국(00022),1189,3023,2094,1969,2972,1076
7502,19261,흰돌교회(00023),1651,4396,2257,2189,3228,1209
7503,19262,대동초등학교(00024),1606,4731,2520,2395,3207,1215
7504,19264,대림역12번출구(00144),3676,9809,8895,9550,13590,4748
7505,19265,대동초등학교.명지성모병원(00145),2478,6796,4826,5704,8527,3452
7506,19266,대동초등학교(00087),784,3830,3073,3844,5816,2521
7507,19267,흰돌교회(00088),682,2482,1659,1882,3212,1423
7508,19268,대림동우체국(00089),709,3227,1665,1883,3040,1012
7509,19269,대림동우성아파트(00038),2441,10186,4612,4719,7521,2828
7510,19270,대림역(00095),1394,12411,7835,8250,10263,4187
7511,19271,대동초등학교.명지성모병원(00068),1335,10322,6597,6870,8064,3388
7512,19272,대림동우성아파트(00065),1215,15233,5603,5845,7813,3761
7513,19273,YDP미래평생학습관(00010),115,5056,1791,2013,3324,747
7514,19274,대림동현대3차아파트(00009),35,5836,2559,3088,4696,1819
7515,19275,신영초등학교(00017),28,149,90,139,144,44
7516,19276,한국방송통신대(00007),8,263,167,180,291,113
7517,19277,선유도공원(00061),194,1256,1144,2243,2410,709
7518,19278,선유도공원(00037),193,1085,1438,1989,2624,602
7519,19279,신길역5호선(00018),3604,15152,6315,8392,21625,7469
7520,19280,국회의사당(00045),764,23818,5873,6403,10471,3674
7521,19281,산업은행본점(00009),102,4515,1490,1732,4075,807
7522,19282,더현대서울(00061),1083,10250,9825,17025,36589,5084
7523,19283,유진투자증권(00014),1417,17897,8156,9839,15316,3460
7524,19284,파크원타워.LG트윈타워(00052),2955,31413,10780,15275,40395,5355
7525,19286,여의도한양아파트(00003),0,2623,482,554,815,247
7526,19287,하나은행여의도지점(00066),339,5117,2661,3054,6136,1879
7527,19288,여의도수정아파트(00004),0,2381,229,302,383,60
7528,19290,여의도지하차도입구(00060),357,8258,3641,5361,10918,4162
7529,19292,문래우체국.문래예술공단(00094),197,3296,1722,1803,3221,1119
7530,19293,문래우체국.문래예술공단(00019),185,1629,1458,1907,3900,2085
7531,19294,대림3동주민센터(00025),506,2739,1163,1158,1864,601
7532,19296,대방역(00040),99,876,658,774,1310,483
7533,19297,신길가마산로교차로(00041),2118,15754,8757,13454,20595,8403
7534,19298,대길초등학교(00016),168,1174,293,399,415,128
7535,19299,미보빌딩(00017),202,1033,237,257,268,83
7536,19303,여의도순복음교회(00059),933,30951,8720,8384,12380,2990
7537,19305,문래자이아파트(00095),485,6514,2984,4080,6571,2308
7538,19306,대방역(00051),496,13139,4132,4900,11578,4132
7539,19307,대방역(00010),317,33540,6784,8676,17547,4731
7540,19309,대길초등학교(00003),26,482,291,525,735,280
7541,19310,대방천사거리(00001),88,1740,1424,2204,3393,1451
7542,19311,대방천사거리(00018),192,416,208,174,134,39
7543,19312,대림코오롱아파트(00012),221,4336,999,1027,1423,385
7544,19314,새길어린이집.신풍역3번출구(00015),122,611,182,194,238,62
7545,19315,새길어린이집.신풍역3번출구(00005),28,613,411,727,1537,595
7546,19316,영문초등학교(00029),241,4886,1611,2304,5099,2368
7547,19317,영문초등학교(00005),299,7688,2927,3229,6283,912
7548,19318,문래역(00071),461,7206,3119,4189,7122,3183
7549,19319,양화중학교.홈플러스(00009),67,1622,922,1311,1351,588
7550,19320,기계회관(00008),0,2287,574,530,1358,208
7551,19321,신동아아파트(00005),0,1218,679,707,1149,393
7552,19322,신영초교(00006),0,1418,563,584,1073,321
7553,19323,우성5차아파트(00020),148,6235,3553,4560,7228,3118
7554,19324,우성5차아파트(00011),830,9375,5142,4991,6902,2839
7555,19325,현대3차성원아파트(00009),0,2956,1634,1451,1650,580
7556,19327,대림3동사거리.명지춘혜병원(00016),123,2943,1625,1782,3188,1120
7557,19328,현대2차아파트(00002),0,873,797,947,1711,839
7558,19329,성원아파트.한국상하수도협회(00018),239,2002,1081,1261,1782,683
7559,19330,국민은행(00026),610,3839,1747,1792,2634,939
7560,19331,영등포역후문(00030),136,1180,1280,1849,2995,1577
7561,19332,성원아파트입구(00015),0,1782,679,790,1404,535
7562,19333,신길우성1차.건영아파트(00021),25,3173,1531,1913,2489,1091
7563,19334,건영아파트.도림사거리(00010),0,1638,1003,834,1031,301
7564,19335,영등포동.영등포푸르지오아파트(00032),89,829,478,719,1197,729
7565,19337,성애병원(00028),0,314,87,158,250,91
7566,19346,보라매역(00027),205,2532,1217,1417,2056,862
7567,19347,영진시장(00026),182,2445,1150,1353,2097,777
7568,19350,신길광장공원(00019),0,224,85,80,110,39
7569,19351,대성아파트.건영아파트후문(00008),0,903,445,513,877,215
7570,19352,대성유니드아파트(00018),0,228,116,120,281,107
7571,19354,건영아파트후문(00016),0,820,366,494,874,352
7572,19357,대림동코오롱아파트(00011),102,1799,897,1917,5488,1097
7573,19358,문래동종점(00098),42,1324,240,299,444,290
7574,19359,문래동시점(00001),76,1626,565,1025,3308,351
7575,19361,신길1차우성아파트(00004),0,1157,287,329,361,125
7576,19628,래미안에스티움(00025),138,2281,1316,1529,2578,849
7577,19364,영등포동.영등포푸르지오아파트(00013),0,1325,523,513,499,226
7578,19365,우신사거리(00017),0,1071,595,912,1166,693
7579,19367,크라운사거리(00013),82,3464,2496,2224,3184,1070
7580,19386,꼬추말(00014),0,611,322,312,274,96
7581,19389,코끼리유통(00082),246,1249,1031,1515,2612,1552
7582,19390,성락교회(00083),122,978,510,910,1370,651
7583,19392,동양볼링장(00073),10,709,145,173,426,180
7584,19393,보라매공원입구(00039),29,411,261,517,802,398
7585,19402,현대2차아파트후문(00024),240,6504,1733,1219,1522,497
7586,19403,크라운사거리(00012),0,1810,971,994,1124,547
7587,19404,신길3동주민센터(00033),66,533,399,636,1046,604
7588,19405,꼬추말(00002),27,1129,432,487,774,329
7589,19406,SG메디피움(00035),11,189,146,221,394,195
7590,19407,도림사거리(00039),125,6109,2663,3056,4506,1710
7591,19416,기림약국(00010),75,561,242,277,405,157
7592,19418,신길광장공원(00006),0,235,109,134,126,93
7593,19423,코사마트(00011),101,216,165,208,213,131
7594,19424,해오름식당(00009),42,270,126,121,249,117
7595,19425,우리은행(00012),130,336,261,274,367,109
7596,19427,두산위브진주아파트(00002),241,4415,852,785,677,85
7597,19428,현대3차아파트(00097),123,535,397,682,1599,825
7598,19709,대성유니드아파트(00007),0,1040,435,402,491,138
7599,19811,문래주민자치센터(00070),22,457,113,142,245,78
7600,19821,경방타임스퀘어.신세계백화점(00067),4620,18418,17487,25748,36108,12887
7601,19847,신풍프라자(00017),0,530,178,273,595,214
7602,19846,양화대교전망카페(00042),208,2370,896,900,1339,247
7603,19848,양화대교전망카페(00064),178,1391,686,1174,3074,1587
7604,19827,대영고등학교.신길센트럴아이파크(00028),477,4783,1532,1861,1538,461
7605,19302,현대아파트(00016),0,264,161,246,328,152
7606,19851,영등포소방서.타임스퀘어(00051),132,1322,934,1414,2834,1035
7607,19017,여의도환승센터(00038),3591,38278,10436,11394,15639,6073
7608,19850,문래힐스테이트아파트(00093),224,2892,1277,1838,3168,989
7609,19849,문래힐스테이트아파트(00006),327,9133,3636,3801,5570,1211
7610,19852,영등포구청(00028),302,2261,1139,1465,2755,1027
7611,19429,CM충무병원(00040),858,2594,1412,1711,3925,1482
7612,19430,대방역(00088),525,5842,4333,5708,9458,4379
7613,19437,영등포청과시장(00031),95,792,275,315,546,267
7614,19455,신길건영아파트(00027),563,4588,1832,1630,2201,746
7615,19456,신길건영아파트(00084),150,2586,1430,1646,2389,1006
7616,19458,대림3동주민센터(00086),207,1664,1113,1571,2426,890
7617,19457,수정교회(00033),218,5829,3100,3618,5360,1823
7618,19454,신풍시장(00017),370,3375,1707,1546,1537,452
7619,19434,타임스퀘어(00018),55,2631,4726,5793,7330,1394
7620,19435,당산신동아파밀리에(00069),50,720,611,498,598,159
7621,19452,당산센트럴아이파크아파트(00065),42,844,477,415,858,284
7622,19453,영등포농협당산역지점(00034),160,706,269,289,481,190
7623,19450,한강아파트(00066),60,1649,1092,1236,2406,912
7624,19438,서울시립청소년성문화센터(00067),23,926,695,705,1541,377
7625,19439,서울시립청소년성문화센터(00032),157,2134,674,726,1165,343
7626,19451,빅마켓영등포점(00033),101,2861,1014,1217,2210,642
7627,19436,영등포청과시장(00068),14,359,208,223,300,161
7628,19902,성산대교남단(가상)(00059),3,3,2,3,26,8
7629,19908,근로복지공단(가상)(00057),1,0,0,0,0,0
7630,19893,영등포역후문(00015),0,14157,9602,12003,15800,6409
7631,19987,영등포아트자이(00014),0,762,417,613,2119,773
7632,19300,신길역1호선(00019),3059,11685,6314,9596,18880,8178
7633,19291,영진시장(00063),203,2185,1396,1583,2087,825
7634,19289,신풍역(00065),229,2306,1213,1562,2017,814
7635,19362,보라매역.5번출구(00095),150,1513,1102,1497,2079,927
7636,19219,신풍역(00024),899,11391,4203,4497,8244,3023
7637,19994,여의2교(가상)(00058),3,3,1,1,0,1
7638,19188,신길가마산로교차로(00030),346,2556,1225,1100,1362,477
7639,19360,KT&G영등포지사.문래동종점(00074),9,1781,143,131,421,171
7640,19304,래미안에스티움(00064),171,2009,923,1114,1506,690
7641,19251,래미안에스티움북문(00007),2,141,100,49,41,13
7642,19252,신길3동주민센터(00014),487,2257,552,407,498,157
7643,19353,래미안에스티움북문(00003),1,40,15,59,68,22
7644,19336,신길바다마을아파트.보라매sk뷰(00006),13,272,79,77,46,19
7645,19338,신길보라매sk뷰.바다마을아파트(00004),1,87,34,46,69,18
7646,17401,삼각공원(00118),103,228,156,306,1015,427
7647,15401,신정교입구(00003),30,1816,1061,1399,3202,1601
7648,17835,도림천역2번출구(00002),14,452,294,504,387,167
7649,19483,대영중학교.신길센트럴아이파크(00037),50,3224,1398,1870,1967,685
7650,19341,우성2차아파트(00004),44,725,525,934,1148,471
7651,19285,신길파크자이아파트(00021),205,3568,1101,947,1201,321
