기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수
2022,4,골목상권,2110941,언남고등학교,CS100010,커피-음료,84161117,80374827,3786290,14154762,18543213,16189276,15478530,16009046,1893145,1893145,,22397228,46193660,12257743,1419341,,45814451,13391523,,14435174,19975206,16904859,5995776,1894958,4
2022,4,골목상권,2110940,양재근린공원(양재2동주민센터),CS100010,커피-음료,36436944,26479091,9957853,4365441,4681206,5717025,5664022,6051397,5531514,4426339,,4257743,14616503,13497233,4065465,,10752902,21471972,,8170401,13583503,5263679,4316386,890906,3
2022,4,골목상권,2110939,양재역 8번(양재동우체국),CS100010,커피-음료,1030644532,944219020,86425512,150649769,188367174,234469487,189380631,181351959,51007497,35418015,691758,134746259,559614620,174217315,146544267,14830313,342335210,347145834,994053,131678406,243092867,162457576,92438542,58819602,30
2022,4,골목상권,2110938,바우뫼공원,CS100010,커피-음료,357960932,254435846,103525086,44867039,49770588,55412950,51874617,52510652,45953668,57571418,,55851792,183738182,83736631,32296063,2338264,140860145,161938829,1596801,57700423,108307354,64666305,51124646,19403447,8
2022,4,골목상권,2110936,더케이호텔(양재리본타워2단지아파트),CS100010,커피-음료,924646592,804368696,120277896,125014027,180419893,177374191,170187592,151372993,73674567,46603329,,127488648,649161119,119313134,28683691,,299025822,280901101,821488,104162669,186152735,153385184,89172558,46232287,7
2022,4,골목상권,2110935,한전아트센터,CS100010,커피-음료,118770828,110598074,8172754,22634715,21664928,27107805,22202369,16988257,3995204,4177550,,9385947,78036840,29046093,2301948,,50121794,30730446,208348,7975391,27857059,29558745,9627228,5625468,3
2022,4,골목상권,2110934,우면주공아파트,CS100010,커피-음료,69032478,66069548,2962930,10492734,15146231,15144666,12655653,12630264,2270865,692065,,6540873,49433750,10260800,2797055,,17285249,15437532,,5154404,11779552,8387865,4646163,2754795,9
2022,4,골목상권,2110931,삼성전자서울R&D(서울우면초등학교),CS100010,커피-음료,757355152,702784470,54570682,110680798,162465931,149146036,150286500,130205205,28166438,26404244,,207117155,383247263,150383321,16607413,,430080537,327274615,174728,99392177,347725430,242399269,50624948,17038600,13
2022,4,골목상권,2110930,서초동성당,CS100010,커피-음료,10056442,7504035,2552407,1270986,1559827,1483026,1697152,1493044,674103,1878304,,3274511,3774557,2948103,59271,,4686703,5173561,,1662057,3085382,2521304,881249,1710271,5
2022,4,골목상권,2110929,남부터미널역 1번,CS100010,커피-음료,120097849,109646346,10451503,19375610,24794110,21817921,26069062,17589643,4896326,5555177,,19076470,67556119,29572958,3892302,,45566172,37377609,1044283,20893140,27055639,21002458,9801865,3146393,13
2022,4,골목상권,2110928,서초우방유쉘아파트,CS100010,커피-음료,962738,612711,350027,161652,93862,103639,241825,11733,151874,198153,,134926,562522,172732,92558,,164258,798480,,86040,171429,626399,78870,,3
2022,4,골목상권,2110927,잠원역,CS100010,커피-음료,26527724,22034914,4492810,1750489,11924995,2434701,2309900,3614829,3389313,1103497,,1096929,4104178,14140748,5194538,1991331,7365406,8085744,295580,3070744,1831499,3574324,3160513,3518492,*
2022,4,골목상권,2110926,신중초등학교,CS100010,커피-음료,72469098,57901304,14567794,11029225,11550908,10801566,11600289,12919316,9833851,4733943,,5422298,32487115,20414126,12949075,1196484,32893643,35862666,841286,12104763,18564728,20860169,13141517,3243844,7
2022,4,골목상권,2110925,서초중학교,CS100010,커피-음료,158316162,124284801,34031361,23362303,24333457,26040244,24513738,26035059,16068388,17962973,,37816914,68903967,29416953,20311914,1866414,70801262,70534234,1736710,24740705,39821870,34193074,29345800,11497335,8
2022,4,골목상권,2110924,반포4동주민센터(몽마르뜨공원),CS100010,커피-음료,39000000,24447787,14552213,6850197,3580751,4220443,7275584,2520812,8454169,6098044,,26641,9284717,9047075,12470790,8170777,16101652,17192155,53282,7386183,7756141,8077079,7119197,2901922,3
2022,4,골목상권,2110922,내방역 1번,CS100010,커피-음료,69500886,56287288,13213598,10338975,12207211,10705422,10338975,12696705,7149485,6064113,,1173491,29363614,16366013,11907391,351402,24203307,31740100,286659,20017543,21999880,6839411,5067944,1731969,3
2022,4,골목상권,2110917,서초소방서,CS100010,커피-음료,15508739,12447343,3061396,2041363,2489815,2808223,2516600,2591342,1530698,1530698,,4030881,6227344,3339625,380191,,8284692,3978172,15121,1563964,3686549,1870709,4938585,187935,3
2022,4,골목상권,2110916,내방역 4번,CS100010,커피-음료,42939954,31547229,11392725,6702863,5880159,5458704,5773062,7732441,5254930,6137795,,8167084,16273789,11053775,7219501,225805,18617483,20852683,195014,10545171,7928119,10363962,6694448,3743453,4
2022,4,골목상권,2110915,서래초등학교,CS100010,커피-음료,90911186,67666496,23244690,11393645,12363359,14198932,13841650,15868910,11434181,11810509,,10761735,33545719,26432272,19977402,194058,31476198,45807807,2013459,11392927,21939759,16422692,19154094,6361076,5
2022,4,골목상권,2110913,방현초등학교(방배119안전센터),CS100010,커피-음료,39122029,33564201,5557828,5565117,7679191,5899724,7916112,6504057,2778914,2778914,,11132421,16272535,8261655,676504,,14727074,16297322,40095,8496389,8104193,6027297,4874763,3481661,6
2022,4,골목상권,2110912,방배동사이길,CS100010,커피-음료,739308764,514545865,224762899,100248700,97098344,96184632,112242214,108771975,129443358,95319541,,121931349,267526490,207034162,127159691,15657072,268440999,345075834,8245972,120452210,161541310,146198859,109929269,67149211,8
2022,4,골목상권,2110908,구반포역,CS100010,커피-음료,162406457,89388077,73018380,14532505,17548648,18489269,18754720,20062935,45624947,27393433,,34002790,63237071,52717308,12449288,,84491094,75705192,1465829,19697582,45437723,37368411,31591789,24634950,6
2022,4,골목상권,2110907,방배초등학교,CS100010,커피-음료,51420161,33058259,18361902,6023519,6783165,6167690,6896085,7187800,8776016,9585886,190349,3579144,15689470,17282013,11518341,3160844,24980070,21943021,180051,6421291,10445155,13560016,9602819,6713758,16
2022,4,골목상권,2110904,이수역 5번,CS100010,커피-음료,393199424,277356204,115843220,48719111,51229991,58188271,59193039,60025792,58463181,57380039,,86972344,111318353,108644499,73416671,12847557,187738536,162068241,2454652,65631612,103241955,63503932,57821825,57152800,10
2022,4,골목상권,2110903,방배아이파크아파트,CS100010,커피-음료,81573133,65100458,16472675,11074451,13205762,12866714,14338879,13614652,12675098,3797577,,26159173,25450681,21773171,7669126,520982,33805481,47194882,2697627,12001075,22996469,26178481,9128006,7998704,9
