기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2022,4,전통시장,2130063,신금호역 골목형상점가,CS100007,치킨전문점,6302,4542,1760,999,646,788,1004,1105,1079,681,419,,102,293,3342,2146,3752,2467,117,854,1407,1604,1650,588,9
2022,4,전통시장,2130060,신흥시장,CS100007,치킨전문점,2552,1338,1214,165,267,206,329,371,761,453,,,,42,1851,659,1117,1373,22,1238,616,379,150,85,*
2022,4,전통시장,2130058,이촌종합시장,CS100007,치킨전문점,8384,5472,2912,949,852,980,1138,1553,1878,1034,144,,126,441,4257,3416,4674,2691,123,755,1124,1789,2260,1312,4
2022,4,전통시장,2130056,용산용문시장,CS100007,치킨전문점,8843,5617,3226,757,1033,1002,1253,1572,1801,1425,305,3,306,981,4976,2272,4811,3543,66,1186,1762,2032,1941,1367,5
2022,4,전통시장,2130053,백학시장,CS100007,치킨전문점,6514,4497,2017,678,992,835,845,1147,1140,877,321,,69,414,3529,2181,4192,2280,21,732,1111,1127,2228,1252,6
2022,4,전통시장,2130051,동화동 골목형상점가,CS100007,치킨전문점,19426,13140,6286,1782,1672,2198,3510,3978,3170,3116,3384,72,50,955,7779,7186,10953,7898,336,4720,2454,3944,5963,1430,3
2022,4,전통시장,2130042,약수시장,CS100007,치킨전문점,1218,845,373,144,125,187,161,228,182,191,33,,22,192,676,295,677,533,5,201,209,215,354,227,3
2022,4,전통시장,2130031,청계천공구상가,CS100007,치킨전문점,1478,677,801,39,64,73,102,399,772,29,59,,,10,370,1039,865,530,15,568,433,146,141,93,*
2022,4,전통시장,2130024,남대문시장(자유상가),CS100007,치킨전문점,1019,939,80,176,192,193,158,220,74,6,,6,96,114,577,226,577,255,,124,159,187,209,153,4
2022,4,전통시장,2130020,동묘시장(동묘벼룩시장),CS100007,치킨전문점,16232,9668,6564,1718,1738,2039,1788,2385,3321,3243,6,77,2918,4911,6263,2057,11939,4293,71,1509,1780,2339,3614,6919,*
2022,4,전통시장,2130015,창신골목시장,CS100007,치킨전문점,7042,4953,2089,740,627,1093,1367,1126,1439,650,201,13,133,746,4126,1823,4457,2585,69,890,1491,1281,2027,1284,6
2022,4,전통시장,2130002,세종마을음식문화거리(금천교시장),CS100007,치킨전문점,4368,2887,1481,474,494,503,628,788,977,504,268,,4,171,1871,2054,2465,1613,120,1049,768,892,805,444,4
2022,4,발달상권,2120249,고덕역,CS100007,치킨전문점,11899,8481,3418,1485,1375,1558,1847,2216,2031,1387,99,20,611,1499,6916,2754,6096,5672,286,1562,1624,3922,2758,1615,4
2022,4,발달상권,2120248,명일역,CS100007,치킨전문점,14777,9950,4827,1762,1525,1780,2245,2638,3013,1814,812,,571,1446,6883,5065,8169,6275,439,1765,2065,4472,3734,1971,13
2022,4,발달상권,2120247,굽은다리역,CS100007,치킨전문점,587,392,195,84,68,61,91,88,122,73,45,,,4,267,271,340,209,8,85,104,94,174,85,*
2022,4,발달상권,2120246,길동역,CS100007,치킨전문점,11137,7771,3366,1628,1518,1273,1622,1730,1824,1542,1450,,197,829,4923,3738,6656,4214,134,2594,2667,1917,2402,1154,11
2022,4,발달상권,2120245,둔촌역,CS100007,치킨전문점,12391,8242,4149,1368,1508,1557,1968,1841,2406,1743,872,,335,801,5487,4896,7228,4994,282,1943,2506,3112,2781,1597,9
2022,4,발달상권,2120244,암사역,CS100007,치킨전문점,10511,7083,3428,1087,878,1468,1430,2220,1998,1430,123,,132,778,6899,2579,5834,4604,35,786,2242,2916,2737,1721,4
2022,4,발달상권,2120242,강동구청역,CS100007,치킨전문점,910,650,260,161,92,92,172,133,162,98,12,,12,18,505,271,545,261,,64,174,273,214,81,4
