기준년코드,기준분기코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2022,2,골목상권,2110067,배문고등학교,CS100010,커피-음료,8431,4996,3435,818,955,1147,899,1177,970,2465,,798,3707,2623,1303,,3427,3956,16,1495,2057,2134,930,754,11
2022,2,골목상권,2110066,서울역 15번,CS100010,커피-음료,6937,6042,895,1270,1233,1348,1073,1118,478,417,,1783,2902,1241,1011,,3238,3016,9,1038,2289,1419,683,816,14
2022,2,골목상권,2110065,남정초등학교,CS100010,커피-음료,1365,1273,92,300,263,267,194,249,46,46,,217,612,426,64,,598,553,14,236,327,330,186,59,*
2022,2,골목상권,2110064,효창공원앞역 2번,CS100010,커피-음료,26696,20150,6546,3947,4158,3994,3663,4388,3526,3020,18,8856,7044,6422,4284,72,7158,19295,264,8369,8684,4653,2984,1499,10
2022,2,골목상권,2110063,효창공원앞역 5번,CS100010,커피-음료,5838,4590,1248,1231,1036,709,760,854,574,674,,1190,2450,1671,527,,2398,2679,11,1813,1263,971,732,287,9
2022,2,골목상권,2110062,한강로동땡땡거리(은행나무길),CS100010,커피-음료,62128,47455,14673,9323,10962,9502,8994,8674,7854,6819,,7384,31099,14644,8896,105,19305,24785,125,14296,17292,6118,4601,1655,21
2022,2,골목상권,2110061,효창동주민센터,CS100010,커피-음료,9256,7392,1864,1218,1551,1739,1323,1561,1218,646,,2065,3551,2794,817,29,4144,4799,15,2453,2144,1701,1980,652,7
2022,2,골목상권,2110060,효창공원앞역 6번,CS100010,커피-음료,16052,10673,5379,2160,1315,2130,2297,2771,2662,2717,187,486,4959,5465,3861,1094,6051,9312,216,4348,4906,2302,2319,1271,7
2022,2,골목상권,2110059,새남터성지,CS100010,커피-음료,7141,4290,2851,651,918,1050,900,771,1376,1475,,267,2917,2122,1779,56,2627,4116,,955,2003,1230,1512,1044,5
2022,2,골목상권,2110058,성심여자고등학교,CS100010,커피-음료,14674,11518,3156,2255,2379,2272,2233,2379,1822,1334,,2533,5446,3824,2668,203,6721,7010,159,3398,4010,2552,2447,1167,10
